final_nav,cumulative_return,annual_return,annual_volatility,sharpe_ratio,max_drawdown,win_rate,scenario,capital,participation_limit,periods,avg_fill_ratio,avg_unfilled_trade_weight,total_unfilled_trade_weight,avg_cash_weight,avg_actual_stock_count,avg_target_overlap_weight,avg_period_cost,total_cost_arithmetic,total_fixed_cost_arithmetic,total_impact_cost_arithmetic,avg_participation,p95_participation,max_participation
1.9969634914789816,0.9969634914789816,0.26243393671856086,0.31322500837687905,0.7420669822088132,-0.19772356605828956,0.5882352941176471,p_l20_s3_b2_e1_n120_tc50_buf2,100000000,0.05,153,0.9483252208800752,0.0533836993242201,8.167705996605676,0.010497026596254302,123.60130718954248,0.9681395218119699,0.0012400626250102912,0.18972958162657455,0.14822128642860277,0.04150829519797175,0.015426717783441011,0.027305698511444862,0.05000000000000002
1.9984233516404721,0.9984233516404721,0.26274482582862424,0.31354836182583956,0.7422932286213071,-0.19786145429539492,0.5882352941176471,p_l20_s3_b2_e1_n120_tc50_buf2,100000000,0.1,153,0.9575757244388575,0.04375684526636841,6.694797325754367,0.007522505233381909,121.39869281045752,0.9744403265130461,0.0012565706771970092,0.19225531361114243,0.14931789300885567,0.04293742060228678,0.016652150591125126,0.03079857714940404,0.10000000000000002
1.9920357511414513,0.9920357511414513,0.2613834201118408,0.31303889192234996,0.7391523100881535,-0.19786134998488358,0.5882352941176471,p_l20_s3_b2_e1_n120_tc50_buf2,100000000,0.2,153,0.9584924774180796,0.042799805209748534,6.548370197091526,0.0072812027887637605,121.20261437908496,0.9750394932536762,0.0012585116659377543,0.19255228488847642,0.1494239362611784,0.043128348627298044,0.01688718878483727,0.031577320973325114,0.2
1.8758546140726253,0.8758546140726253,0.2360997101718012,0.3079219388310556,0.6693245403500783,-0.19047910901846687,0.5751633986928104,p_l20_s3_b2_e1_n120_tc50_buf2,300000000,0.05,153,0.8456963662987105,0.1633403547705919,24.99107427990056,0.05342916285292491,140.83660130718954,0.8916885968609957,0.0012305602531278324,0.18827571872855836,0.13454556307142823,0.053730155657130116,0.029435295577204625,0.04089703627344104,0.05000000000000002
1.9237290462766647,0.9237290462766647,0.2466406722286767,0.31253377241133634,0.6931752384940612,-0.1981879299768775,0.5816993464052288,p_l20_s3_b2_e1_n120_tc50_buf2,300000000,0.1,153,0.9294062485342771,0.07330916864697744,11.216302802987547,0.017729063225730222,127.640522875817,0.9545609859710871,0.0013946968195542315,0.21338861339179743,0.1457582438736313,0.06763036951816614,0.04141041563008449,0.06745841930603555,0.10000000000000003
1.9408642531197868,0.9408642531197868,0.25037119440738365,0.31339044091762164,0.7031841614636575,-0.2000278280254849,0.5882352941176471,p_l20_s3_b2_e1_n120_tc50_buf2,300000000,0.2,153,0.9544140729034504,0.04702734739965942,7.195184152147892,0.008469810149298032,122.2483660130719,0.9723313713182408,0.0014536111593610218,0.22240250738223633,0.1489481966974966,0.07345431068473975,0.048464493286340504,0.08776415252106269,0.20000000000000007
1.721775871063323,0.7217758710633231,0.20091285580728102,0.2950126578603252,0.5793407545523024,-0.19346640887483435,0.5686274509803921,p_l20_s3_b2_e1_n120_tc50_buf2,500000000,0.05,153,0.7393957418475151,0.28252963972128287,43.227034877356274,0.10670532707851207,154.36601307189542,0.8054379302801177,0.001129979263385977,0.1728868272980545,0.12014857647054006,0.05273825082751444,0.03466886734573635,0.04402077546993652,0.05000000000000001
1.8676389402336815,0.8676389402336815,0.23427291385931692,0.3101949549819967,0.6585307419689423,-0.19435035029236702,0.5751633986928104,p_l20_s3_b2_e1_n120_tc50_buf2,500000000,0.1,153,0.8751468361328296,0.13136085597661676,20.098210964422364,0.04022240610888603,137.0,0.9142886734545214,0.001395140849400696,0.21345654995830649,0.13853180778830582,0.07492474217000065,0.05454092023006006,0.07862404010562273,0.10000000000000002
1.8921021600567045,0.8921021600567045,0.23969687344536528,0.31291559935835983,0.6701387654541775,-0.20362798063954368,0.5816993464052288,p_l20_s3_b2_e1_n120_tc50_buf2,500000000,0.2,153,0.9398967068718935,0.06223379945177547,9.521771316121647,0.013609205899142338,125.41176470588235,0.9621583968275444,0.0015516858116132663,0.23740792917682974,0.147151226624428,0.09025670255240173,0.07312825305815249,0.12279558945934847,0.20000000000000004
2.0491416389221584,1.0491416389221584,0.2734534838723728,0.31704518232347983,0.7678826156203132,-0.21015794234722596,0.5947712418300654,p_l20_s3_b3_e1_n100_tc50_buf2,100000000,0.05,153,0.9306610426222351,0.07160416974619965,10.955437971168546,0.01351151696784006,105.20915032679738,0.9575323881997094,0.0012423857307106274,0.190085016798726,0.14599071764717186,0.04409429915155416,0.017718635146600974,0.03086908901510273,0.05000000000000002
