scenario,description,max_turnover,buffer_multiplier,date,signal_date,next_date,return,num_stocks,turnover,baseline_overlap,retained_old_count,retained_outside_candidate_count,selected_codes,avg_similarity,median_similarity,avg_rank,missing_similarity_count
tc60_buf1,"max_turnover=60%, buffer=1x",0.6,1.0,2024-04-01,2024-03-29,2024-04-08,-0.0401504718129845,50,0.6,0.72,20,14,"['001338.SZ', '002969.SZ', '301180.SZ', '605167.SH', '002877.SZ', '002788.SZ', '301136.SZ', '301349.SZ', '301266.SZ', '301021.SZ', '300905.SZ', '301282.SZ', '300538.SZ', '300561.SZ', '300830.SZ', '301102.SZ', '301046.SZ', '605598.SH', '301208.SZ', '688533.SH', '002416.SZ', '002614.SZ', '600742.SH', '000829.SZ', '002733.SZ', '000957.SZ', '002483.SZ', '000823.SZ', '600218.SH', '000812.SZ', '600973.SH', '601968.SH', '002758.SZ', '001208.SZ', '301328.SZ', '000878.SZ', '600686.SH', '300911.SZ', '300047.SZ', '000949.SZ', '600230.SH', '603995.SH', '002641.SZ', '603808.SH', '300566.SZ', '603633.SH', '000850.SZ', '000905.SZ', '603507.SH', '300681.SZ']",0.1650871650871651,0.159018759018759,20.027027027027028,13
tc60_buf1,"max_turnover=60%, buffer=1x",0.6,1.0,2024-04-08,2024-04-03,2024-04-15,-0.046526341126887714,50,0.6,0.7,20,15,"['001208.SZ', '300911.SZ', '603507.SH', '002614.SZ', '000905.SZ', '001338.SZ', '002969.SZ', '301180.SZ', '605167.SH', '002877.SZ', '002788.SZ', '301136.SZ', '301349.SZ', '301266.SZ', '301021.SZ', '300905.SZ', '301282.SZ', '300538.SZ', '300561.SZ', '300830.SZ', '600796.SH', '002616.SZ', '002658.SZ', '301086.SZ', '301168.SZ', '002479.SZ', '603759.SH', '001283.SZ', '600643.SH', '300976.SZ', '600979.SH', '603689.SH', '603209.SH', '605365.SH', '002953.SZ', '605133.SH', '001298.SZ', '301122.SZ', '605158.SH', '300863.SZ', '603213.SH', '301111.SZ', '300664.SZ', '301166.SZ', '300873.SZ', '301211.SZ', '300787.SZ', '300625.SZ', '002560.SZ', '300878.SZ']",0.25475421946010185,0.2621509209744505,23.513513513513512,13
tc60_buf1,"max_turnover=60%, buffer=1x",0.6,1.0,2024-04-15,2024-04-12,2024-04-22,-0.0009052116616803385,50,0.6,0.96,20,2,"['002658.SZ', '600643.SH', '301086.SZ', '605167.SH', '603759.SH', '001283.SZ', '605158.SH', '300664.SZ', '002479.SZ', '600979.SH', '605365.SH', '603689.SH', '603213.SH', '603209.SH', '300625.SZ', '300873.SZ', '002614.SZ', '000905.SZ', '001208.SZ', '300911.SZ', '301175.SZ', '000531.SZ', '605368.SH', '603105.SH', '600283.SH', '603057.SH', '001311.SZ', '300286.SZ', '605196.SH', '301149.SZ', '002469.SZ', '300575.SZ', '300815.SZ', '300855.SZ', '600798.SH', '300355.SZ', '603170.SH', '002300.SZ', '002034.SZ', '002039.SZ', '605090.SH', '002783.SZ', '603237.SH', '301093.SZ', '603808.SH', '000899.SZ', '603071.SH', '002224.SZ', '600279.SH', '002733.SZ']",0.26732539682539685,0.26333333333333336,24.5,2
tc60_buf1,"max_turnover=60%, buffer=1x",0.6,1.0,2024-04-22,2024-04-19,2024-04-29,0.046908274729301064,50,0.6,0.84,20,8,"['001208.SZ', '002658.SZ', '605158.SH', '300664.SZ', '600979.SH', '300286.SZ', '605167.SH', '603057.SH', '300815.SZ', '300873.SZ', '300625.SZ', '301149.SZ', '600643.SH', '301086.SZ', '603759.SH', '001283.SZ', '002479.SZ', '605365.SH', '603689.SH', '603213.SH', '002977.SZ', '002651.SZ', '600796.SH', '603132.SH', '300726.SZ', '300722.SZ', '002953.SZ', '002519.SZ', '000068.SZ', '600526.SH', '301046.SZ', '603686.SH', '003038.SZ', '301050.SZ', '300787.SZ', '300880.SZ', '605066.SH', '603507.SH', '000935.SZ', '600032.SH', '002255.SZ', '603300.SH', '002540.SZ', '001269.SZ', '300446.SZ', '603162.SH', '001308.SZ', '601199.SH', '605123.SH', '002554.SZ']",0.3000938507365243,0.2962867752070837,22.071428571428573,8
tc60_buf1,"max_turnover=60%, buffer=1x",0.6,1.0,2024-04-29,2024-04-26,2024-05-06,0.004426384915098411,50,0.6,0.88,20,6,"['002651.SZ', '300726.SZ', '002658.SZ', '600526.SH', '600032.SH', '603686.SH', '001308.SZ', '300286.SZ', '002255.SZ', '603507.SH', '001269.SZ', '002554.SZ', '605123.SH', '000935.SZ', '001208.SZ', '605158.SH', '300664.SZ', '600979.SH', '605167.SH', '603057.SH', '002829.SZ', '002933.SZ', '300933.SZ', '002824.SZ', '688102.SH', '002616.SZ', '300631.SZ', '600391.SH', '300317.SZ', '300173.SZ', '601218.SH', '300831.SZ', '688190.SH', '300537.SZ', '003009.SZ', '002471.SZ', '000880.SZ', '000558.SZ', '605196.SH', '300909.SZ', '002759.SZ', '605319.SH', '301155.SZ', '600130.SH', '301017.SZ', '002149.SZ', '002623.SZ', '688173.SH', '603628.SH', '688601.SH']",0.30059354878086003,0.2917757636790869,22.5,6
tc60_buf1,"max_turnover=60%, buffer=1x",0.6,1.0,2024-05-06,2024-04-30,2024-05-13,-0.0038787904297660457,50,0.6,0.84,20,8,"['002651.SZ', '002616.SZ', '605158.SH', '600526.SH', '300831.SZ', '300537.SZ', '300173.SZ', '605319.SH', '300909.SZ', '600130.SH', '605196.SH', '300286.SZ', '300726.SZ', '002658.SZ', '600032.SH', '603686.SH', '001308.SZ', '002255.SZ', '603507.SH', '001269.SZ', '002977.SZ', '688376.SH', '002297.SZ', '301168.SZ', '300697.SZ', '002578.SZ', '301086.SZ', '301123.SZ', '002953.SZ', '605368.SH', '300752.SZ', '603689.SH', '002988.SZ', '300140.SZ', '600864.SH', '300632.SZ', '605066.SH', '002338.SZ', '301111.SZ', '300880.SZ', '605365.SH', '300873.SZ', '002441.SZ', '300545.SZ', '002364.SZ', '301149.SZ', '300625.SZ', '002666.SZ', '002358.SZ', '300375.SZ']",0.29730010384215994,0.28937348563516785,21.547619047619047,8
tc60_buf1,"max_turnover=60%, buffer=1x",0.6,1.0,2024-05-13,2024-05-10,2024-05-20,0.012667588744545188,50,0.6,0.82,20,9,"['002651.SZ', '605368.SH', '301086.SZ', '603689.SH', '300632.SZ', '300173.SZ', '002358.SZ', '600864.SH', '300873.SZ', '300286.SZ', '603507.SH', '002616.SZ', '605158.SH', '600526.SH', '300831.SZ', '300537.SZ', '605319.SH', '300909.SZ', '600130.SH', '605196.SH', '300629.SZ', '301278.SZ', '600052.SH', '000601.SZ', '301175.SZ', '300435.SZ', '002519.SZ', '688737.SH', '603213.SH', '002580.SZ', '301050.SZ', '002267.SZ', '601199.SH', '688236.SH', '601890.SH', '000755.SZ', '300384.SZ', '300978.SZ', '300773.SZ', '002860.SZ', '688601.SH', '603209.SH', '301069.SZ', '688589.SH', '600163.SH', '002469.SZ', '002864.SZ', '603300.SH', '603053.SH', '300852.SZ']",0.29398899918918325,0.27864630128781065,21.048780487804876,9
tc60_buf1,"max_turnover=60%, buffer=1x",0.6,1.0,2024-05-20,2024-05-17,2024-05-27,-0.021126592629222847,50,0.6,0.92,20,4,"['002616.SZ', '002651.SZ', '301278.SZ', '600052.SH', '000601.SZ', '300873.SZ', '688737.SH', '000755.SZ', '300773.SZ', '301050.SZ', '600864.SH', '002358.SZ', '002469.SZ', '300286.SZ', '688601.SH', '688589.SH', '605368.SH', '301086.SZ', '603689.SH', '300632.SZ', '000576.SZ', '000532.SZ', '002160.SZ', '002383.SZ', '688137.SH', '003043.SZ', '603315.SH', '688247.SH', '300878.SZ', '300752.SZ', '688073.SH', '000558.SZ', '603057.SH', '688275.SH', '301257.SZ', '603219.SH', '301060.SZ', '002551.SZ', '688252.SH', '002364.SZ', '601606.SH', '300575.SZ', '002452.SZ', '300404.SZ', '601375.SH', '002869.SZ', '000686.SZ', '300203.SZ', '603170.SH', '603519.SH']",0.25950477675960226,0.2526656701544594,23.543478260869566,4
tc60_buf1,"max_turnover=60%, buffer=1x",0.6,1.0,2024-05-27,2024-05-24,2024-06-03,-0.023197791517652906,50,0.6,0.84,20,8,"['002383.SZ', '000532.SZ', '000558.SZ', '688247.SH', '688275.SH', '601606.SH', '300575.SZ', '000601.SZ', '600864.SH', '300752.SZ', '300404.SZ', '300203.SZ', '002616.SZ', '002651.SZ', '301278.SZ', '600052.SH', '300873.SZ', '688737.SH', '000755.SZ', '300773.SZ', '688281.SH', '001236.SZ', '600184.SH', '300631.SZ', '002824.SZ', '688148.SH', '002196.SZ', '301122.SZ', '600716.SH', '605133.SH', '301211.SZ', '000042.SZ', '601368.SH', '603209.SH', '300863.SZ', '603359.SH', '300831.SZ', '300582.SZ', '000965.SZ', '000514.SZ', '688210.SH', '301201.SZ', '002805.SZ', '301102.SZ', '002582.SZ', '300767.SZ', '002864.SZ', '688181.SH', '300996.SZ', '300745.SZ']",0.25318354931881504,0.25029522275899085,21.5,8
tc60_buf1,"max_turnover=60%, buffer=1x",0.6,1.0,2024-06-03,2024-05-31,2024-06-11,-0.03235387451260229,50,0.6,0.84,20,8,"['688281.SH', '002824.SZ', '002196.SZ', '605133.SH', '301122.SZ', '300831.SZ', '300752.SZ', '300863.SZ', '000558.SZ', '603209.SH', '688181.SH', '300767.SZ', '002383.SZ', '000532.SZ', '688247.SH', '688275.SH', '601606.SH', '300575.SZ', '000601.SZ', '600864.SH', '688053.SH', '300589.SZ', '688636.SH', '301168.SZ', '688061.SH', '003038.SZ', '688510.SH', '688371.SH', '002578.SZ', '002953.SZ', '301127.SZ', '001319.SZ', '300976.SZ', '300491.SZ', '301366.SZ', '300787.SZ', '301046.SZ', '301183.SZ', '001283.SZ', '603686.SH', '603213.SH', '001217.SZ', '300890.SZ', '300051.SZ', '300191.SZ', '600212.SH', '601022.SH', '688182.SH', '300706.SZ', '301139.SZ']",0.28275541022322137,0.2717691940867908,21.714285714285715,8
tc60_buf1,"max_turnover=60%, buffer=1x",0.6,1.0,2024-06-11,2024-06-07,2024-06-17,-0.006689722477153477,50,0.6,0.74,20,13,"['688281.SH', '688510.SH', '301127.SZ', '605133.SH', '603209.SH', '603213.SH', '300863.SZ', '002824.SZ', '002196.SZ', '301122.SZ', '300831.SZ', '300752.SZ', '000558.SZ', '688181.SH', '300767.SZ', '002383.SZ', '000532.SZ', '688247.SH', '688275.SH', '601606.SH', '002519.SZ', '301175.SZ', '300617.SZ', '300140.SZ', '605123.SH', '688439.SH', '002540.SZ', '001308.SZ', '601199.SH', '300446.SZ', '000962.SZ', '300873.SZ', '300815.SZ', '603057.SH', '001311.SZ', '603535.SH', '301155.SZ', '301219.SZ', '301149.SZ', '603300.SH', '300777.SZ', '000567.SZ', '002034.SZ', '603507.SH', '000819.SZ', '300618.SZ', '300820.SZ', '300855.SZ', '603170.SH', '603678.SH']",0.29912022575339153,0.29726409826912337,19.0,13
tc60_buf1,"max_turnover=60%, buffer=1x",0.6,1.0,2024-06-17,2024-06-14,2024-06-24,-0.07024304875590627,50,0.6,0.9,20,5,"['002824.SZ', '002519.SZ', '301127.SZ', '605133.SH', '301122.SZ', '603213.SH', '300863.SZ', '688439.SH', '001311.SZ', '301155.SZ', '688181.SH', '000962.SZ', '300815.SZ', '603170.SH', '603507.SH', '688281.SH', '688510.SH', '603209.SH', '002196.SZ', '300831.SZ', '300447.SZ', '301278.SZ', '688376.SH', '301168.SZ', '300629.SZ', '002446.SZ', '002578.SZ', '300491.SZ', '301046.SZ', '301325.SZ', '688551.SH', '001269.SZ', '605598.SH', '300127.SZ', '688391.SH', '003043.SZ', '001217.SZ', '603324.SH', '688102.SH', '002338.SZ', '688182.SH', '002983.SZ', '002860.SZ', '001215.SZ', '002866.SZ', '300101.SZ', '300978.SZ', '301069.SZ', '002900.SZ', '300286.SZ']",0.28188485515218187,0.27887788778877887,23.782608695652176,4
tc60_buf1,"max_turnover=60%, buffer=1x",0.6,1.0,2024-06-24,2024-06-21,2024-07-01,0.024362795022823104,50,0.6,0.96,20,2,"['688376.SH', '301046.SZ', '002578.SZ', '002824.SZ', '301127.SZ', '300491.SZ', '301122.SZ', '605133.SH', '001269.SZ', '603213.SH', '688551.SH', '002860.SZ', '001215.SZ', '603209.SH', '688391.SH', '300978.SZ', '300815.SZ', '688181.SH', '002519.SZ', '300863.SZ', '688287.SH', '301175.SZ', '603759.SH', '001308.SZ', '688137.SH', '300664.SZ', '002137.SZ', '300940.SZ', '603191.SH', '002580.SZ', '301149.SZ', '603105.SH', '300873.SZ', '600212.SH', '301201.SZ', '301102.SZ', '301330.SZ', '301093.SZ', '301195.SZ', '000779.SZ', '002864.SZ', '601199.SH', '300443.SZ', '688606.SH', '002224.SZ', '300569.SZ', '601008.SH', '605068.SH', '603811.SH', '300797.SZ']",0.22853973765432098,0.22445987654320992,24.5,2
tc60_buf1,"max_turnover=60%, buffer=1x",0.6,1.0,2024-07-01,2024-06-28,2024-07-08,-0.04602385206480928,50,0.6,0.66,20,17,"['601199.SH', '300664.SZ', '605133.SH', '688376.SH', '301046.SZ', '002578.SZ', '002824.SZ', '301127.SZ', '300491.SZ', '301122.SZ', '001269.SZ', '603213.SH', '688551.SH', '002860.SZ', '001215.SZ', '603209.SH', '688391.SH', '300978.SZ', '300815.SZ', '688181.SH', '600682.SH', '000785.SZ', '600368.SH', '600420.SH', '300194.SZ', '002565.SZ', '002489.SZ', '000990.SZ', '002688.SZ', '002083.SZ', '600017.SH', '000833.SZ', '600269.SH', '600668.SH', '301039.SZ', '600859.SH', '000822.SZ', '300745.SZ', '002392.SZ', '000731.SZ', '002662.SZ', '603012.SH', '000875.SZ', '600021.SH', '300381.SZ', '002423.SZ', '600694.SH', '600814.SH', '000589.SZ', '600308.SH']",0.1902063913624607,0.20706486833654472,32.75675675675676,13
tc60_buf1,"max_turnover=60%, buffer=1x",0.6,1.0,2024-07-08,2024-07-05,2024-07-15,0.033896587195068564,50,0.6,0.62,20,19,"['688391.SH', '601199.SH', '300664.SZ', '605133.SH', '688376.SH', '301046.SZ', '002578.SZ', '002824.SZ', '301127.SZ', '300491.SZ', '301122.SZ', '001269.SZ', '603213.SH', '688551.SH', '002860.SZ', '001215.SZ', '603209.SH', '300978.SZ', '300815.SZ', '688181.SH', '600173.SH', '000718.SZ', '600604.SH', '002196.SZ', '002546.SZ', '601218.SH', '000880.SZ', '688737.SH', '600228.SH', '002364.SZ', '002255.SZ', '002358.SZ', '300733.SZ', '000570.SZ', '603390.SH', '688137.SH', '002328.SZ', '603701.SH', '002551.SZ', '002448.SZ', '600679.SH', '000599.SZ', '002406.SZ', '002297.SZ', '603166.SH', '002383.SZ', '300249.SZ', '002425.SZ', '300608.SZ', '300550.SZ']",0.18760162601626015,0.18193315266486,17.78125,18
tc60_buf1,"max_turnover=60%, buffer=1x",0.6,1.0,2024-07-15,2024-07-12,2024-07-22,-0.012446140018284155,50,0.6,0.7,20,15,"['605133.SH', '002328.SZ', '002448.SZ', '603166.SH', '301122.SZ', '688391.SH', '601199.SH', '300664.SZ', '688376.SH', '301046.SZ', '002578.SZ', '002824.SZ', '301127.SZ', '300491.SZ', '001269.SZ', '603213.SH', '688551.SH', '002860.SZ', '001215.SZ', '603209.SH', '000042.SZ', '600643.SH', '301278.SZ', '600603.SH', '301179.SZ', '000517.SZ', '300773.SZ', '300140.SZ', '300617.SZ', '600537.SH', '600064.SH', '002441.SZ', '601512.SH', '603897.SH', '001311.SZ', '301291.SZ', '002423.SZ', '301208.SZ', '300409.SZ', '301330.SZ', '300447.SZ', '300696.SZ', '300680.SZ', '301191.SZ', '301339.SZ', '300258.SZ', '605018.SH', '002283.SZ', '600738.SH', '002277.SZ']",0.22883345930964982,0.22757369614512474,21.194444444444443,14
tc60_buf1,"max_turnover=60%, buffer=1x",0.6,1.0,2024-07-22,2024-07-19,2024-07-29,-0.0002946184145524966,50,0.6,0.7,20,15,"['301179.SZ', '301208.SZ', '300447.SZ', '300696.SZ', '301191.SZ', '605133.SH', '002328.SZ', '002448.SZ', '603166.SH', '301122.SZ', '688391.SH', '601199.SH', '300664.SZ', '688376.SH', '301046.SZ', '002578.SZ', '002824.SZ', '301127.SZ', '300491.SZ', '001269.SZ', '301120.SZ', '300423.SZ', '688292.SH', '300250.SZ', '300941.SZ', '300344.SZ', '300448.SZ', '301238.SZ', '002977.SZ', '300921.SZ', '300287.SZ', '300542.SZ', '003029.SZ', '300465.SZ', '002425.SZ', '002900.SZ', '603528.SH', '301328.SZ', '301230.SZ', '300085.SZ', '301123.SZ', '301165.SZ', '301183.SZ', '301282.SZ', '301366.SZ', '300075.SZ', '300404.SZ', '300578.SZ', '600130.SH', '002902.SZ']",0.13920390720390718,0.13401709401709405,18.0,15
tc60_buf1,"max_turnover=60%, buffer=1x",0.6,1.0,2024-07-29,2024-07-26,2024-08-05,0.004901809639339891,50,0.6,0.66,20,17,"['300423.SZ', '002900.SZ', '002425.SZ', '301179.SZ', '301208.SZ', '300447.SZ', '300696.SZ', '301191.SZ', '605133.SH', '002328.SZ', '002448.SZ', '603166.SH', '301122.SZ', '688391.SH', '601199.SH', '300664.SZ', '688376.SH', '301046.SZ', '002578.SZ', '002824.SZ', '000838.SZ', '600638.SH', '600173.SH', '600658.SH', '600510.SH', '000718.SZ', '002961.SZ', '000886.SZ', '000036.SZ', '000631.SZ', '600603.SH', '688560.SH', '000517.SZ', '600639.SH', '002560.SZ', '300173.SZ', '600064.SH', '601512.SH', '688737.SH', '002441.SZ', '002358.SZ', '002255.SZ', '002090.SZ', '002244.SZ', '000576.SZ', '603861.SH', '002364.SZ', '688137.SH', '301166.SZ', '300878.SZ']",0.2132531328320802,0.2104093567251462,21.485714285714284,15
tc60_buf1,"max_turnover=60%, buffer=1x",0.6,1.0,2024-08-05,2024-08-02,2024-08-12,0.005465979979775222,50,0.6,0.96,20,2,"['000838.SZ', '600173.SH', '600638.SH', '600510.SH', '000718.SZ', '000036.SZ', '000886.SZ', '002961.SZ', '000631.SZ', '300423.SZ', '002560.SZ', '300173.SZ', '002358.SZ', '002090.SZ', '000576.SZ', '002364.SZ', '688137.SH', '301166.SZ', '002900.SZ', '002425.SZ', '600716.SH', '000514.SZ', '000965.SZ', '002208.SZ', '000863.SZ', '000011.SZ', '600748.SH', '000006.SZ', '301349.SZ', '600927.SH', '000048.SZ', '600657.SH', '600649.SH', '600185.SH', '301327.SZ', '688680.SH', '002546.SZ', '300093.SZ', '688663.SH', '301302.SZ', '600848.SH', '601218.SH', '688509.SH', '002623.SZ', '688667.SH', '601375.SH', '000570.SZ', '301391.SZ', '000816.SZ', '688232.SH']",0.21821559392987963,0.20837606837606834,25.224489795918366,1
tc60_buf1,"max_turnover=60%, buffer=1x",0.6,1.0,2024-08-12,2024-08-09,2024-08-19,0.014379398626382737,50,0.6,1.0,20,0,"['600716.SH', '000514.SZ', '000965.SZ', '002208.SZ', '000863.SZ', '000036.SZ', '600748.SH', '301349.SZ', '600657.SH', '002546.SZ', '301302.SZ', '688509.SH', '300093.SZ', '688667.SH', '601218.SH', '002364.SZ', '000570.SZ', '000816.SZ', '688137.SH', '002425.SZ', '600318.SH', '000982.SZ', '300853.SZ', '301120.SZ', '301150.SZ', '002610.SZ', '301152.SZ', '688275.SH', '001319.SZ', '301221.SZ', '002805.SZ', '002339.SZ', '300510.SZ', '688707.SH', '002759.SZ', '300830.SZ', '688369.SH', '002933.SZ', '300518.SZ', '002169.SZ', '688207.SH', '688246.SH', '300222.SZ', '600960.SH', '300080.SZ', '603887.SH', '002912.SZ', '002551.SZ', '688660.SH', '301093.SZ']",0.19027705627705627,0.1836940836940837,25.5,0
tc60_buf1,"max_turnover=60%, buffer=1x",0.6,1.0,2024-08-19,2024-08-16,2024-08-26,-0.0288377393461259,50,0.6,1.0,20,0,"['600716.SH', '000514.SZ', '000965.SZ', '301349.SZ', '000863.SZ', '000036.SZ', '300853.SZ', '002546.SZ', '002805.SZ', '688667.SH', '601218.SH', '688509.SH', '688137.SH', '000570.SZ', '002551.SZ', '002364.SZ', '000816.SZ', '301093.SZ', '688246.SH', '300222.SZ', '000042.SZ', '600638.SH', '002647.SZ', '000718.SZ', '002961.SZ', '000631.SZ', '600649.SH', '688737.SH', '688663.SH', '002358.SZ', '002623.SZ', '603861.SH', '601375.SH', '600626.SH', '002328.SZ', '002524.SZ', '002448.SZ', '600590.SH', '688391.SH', '000753.SZ', '002298.SZ', '600390.SH', '002547.SZ', '300582.SZ', '002187.SZ', '600770.SH', '300513.SZ', '688173.SH', '002107.SZ', '300409.SZ']",0.19725641025641025,0.18076923076923074,25.5,0
tc60_buf1,"max_turnover=60%, buffer=1x",0.6,1.0,2024-08-26,2024-08-23,2024-09-02,0.010954557362737738,50,0.6,0.88,20,6,"['688737.SH', '002358.SZ', '603861.SH', '300222.SZ', '600626.SH', '000570.SZ', '002328.SZ', '002551.SZ', '002524.SZ', '002187.SZ', '600590.SH', '002298.SZ', '002107.SZ', '300582.SZ', '600716.SH', '000514.SZ', '000965.SZ', '301349.SZ', '000863.SZ', '000036.SZ', '000838.SZ', '603093.SH', '002196.SZ', '000517.SZ', '002560.SZ', '300933.SZ', '002471.SZ', '605066.SH', '600537.SH', '002441.SZ', '603618.SH', '603897.SH', '600218.SH', '002355.SZ', '603758.SH', '600822.SH', '002870.SZ', '002905.SZ', '600973.SH', '600693.SH', '600469.SH', '301017.SZ', '600268.SH', '600594.SH', '000151.SZ', '600280.SH', '002845.SZ', '603386.SH', '600222.SH', '600203.SH']",0.20842783664869555,0.2010224948875256,22.5,6
tc60_buf1,"max_turnover=60%, buffer=1x",0.6,1.0,2024-09-02,2024-08-30,2024-09-09,0.008843256660464103,50,0.6,0.96,20,2,"['002196.SZ', '002471.SZ', '605066.SH', '000517.SZ', '600537.SH', '002441.SZ', '002358.SZ', '688737.SH', '603897.SH', '600626.SH', '002328.SZ', '600218.SH', '002551.SZ', '002524.SZ', '603758.SH', '002187.SZ', '002107.SZ', '300582.SZ', '603861.SH', '300222.SZ', '002961.SZ', '688663.SH', '601218.SH', '002255.SZ', '301166.SZ', '002448.SZ', '300409.SZ', '605136.SH', '603811.SH', '601086.SH', '002454.SZ', '605018.SH', '300583.SZ', '600081.SH', '002940.SZ', '600784.SH', '688589.SH', '002082.SZ', '002662.SZ', '605266.SH', '002283.SZ', '600327.SH', '603987.SH', '002803.SZ', '002788.SZ', '688317.SH', '000823.SZ', '002329.SZ', '000411.SZ', '600829.SH']",0.21125118708452043,0.1993732193732194,24.5,2
tc60_buf1,"max_turnover=60%, buffer=1x",0.6,1.0,2024-09-09,2024-09-06,2024-09-18,-0.022231928631543,50,0.6,0.66,20,17,"['002196.SZ', '002471.SZ', '600537.SH', '605066.SH', '000517.SZ', '002441.SZ', '002358.SZ', '688737.SH', '603897.SH', '600626.SH', '002328.SZ', '600218.SH', '002551.SZ', '002524.SZ', '603758.SH', '002187.SZ', '002107.SZ', '300582.SZ', '603861.SH', '300222.SZ', '000056.SZ', '000838.SZ', '002647.SZ', '000006.SZ', '600185.SH', '301120.SZ', '300853.SZ', '300423.SZ', '301159.SZ', '300648.SZ', '301152.SZ', '688509.SH', '688680.SH', '300477.SZ', '688499.SH', '300173.SZ', '002339.SZ', '300093.SZ', '300311.SZ', '301302.SZ', '002977.SZ', '688280.SH', '002995.SZ', '688207.SH', '603982.SH', '603032.SH', '300551.SZ', '300696.SZ', '300921.SZ', '300344.SZ']",0.175703211517165,0.1665374677002584,19.857142857142858,15
tc60_buf1,"max_turnover=60%, buffer=1x",0.6,1.0,2024-09-18,2024-09-13,2024-09-23,0.046754938739150785,50,0.6,0.92,20,4,"['002647.SZ', '000006.SZ', '300853.SZ', '600185.SH', '300648.SZ', '688499.SH', '688509.SH', '300093.SZ', '002471.SZ', '002339.SZ', '600537.SH', '300311.SZ', '603982.SH', '688207.SH', '002995.SZ', '300222.SZ', '002196.SZ', '605066.SH', '000517.SZ', '002441.SZ', '000514.SZ', '600658.SH', '000863.SZ', '600748.SH', '002961.SZ', '600604.SH', '301150.SZ', '600675.SH', '002546.SZ', '002759.SZ', '003005.SZ', '688707.SH', '002805.SZ', '300745.SZ', '300659.SZ', '688339.SH', '600960.SH', '300850.SZ', '000816.SZ', '300365.SZ', '300078.SZ', '603660.SH', '002298.SZ', '300249.SZ', '300533.SZ', '002178.SZ', '300608.SZ', '603990.SH', '300518.SZ', '603906.SH']",0.19299023957409053,0.18294784580498863,23.5,4
tc60_buf1,"max_turnover=60%, buffer=1x",0.6,1.0,2024-09-23,2024-09-20,2024-09-30,0.2989810219924351,50,0.38,1.0,31,0,"['002647.SZ', '000863.SZ', '600658.SH', '600604.SH', '000006.SZ', '301150.SZ', '600185.SH', '300648.SZ', '002196.SZ', '688499.SH', '300093.SZ', '600675.SH', '688509.SH', '002471.SZ', '002546.SZ', '002339.SZ', '600537.SH', '002805.SZ', '688707.SH', '603982.SH', '300745.SZ', '688339.SH', '002995.SZ', '688207.SH', '600960.SH', '300078.SZ', '300222.SZ', '300249.SZ', '603660.SH', '603906.SH', '603990.SH', '000056.SZ', '000838.SZ', '000042.SZ', '000036.SZ', '301152.SZ', '688680.SH', '300477.SZ', '002560.SZ', '300173.SZ', '600152.SH', '688280.SH', '301302.SZ', '000701.SZ', '002905.SZ', '688670.SH', '002355.SZ', '688373.SH', '603106.SH', '300080.SZ']",0.19922447143499777,0.19302744039586142,25.5,0
tc60_buf1,"max_turnover=60%, buffer=1x",0.6,1.0,2024-09-30,2024-09-27,2024-10-08,0.0994011194,50,0.6,0.6,20,20,"['002647.SZ', '000863.SZ', '600658.SH', '600604.SH', '000006.SZ', '301150.SZ', '600185.SH', '300648.SZ', '002196.SZ', '688499.SH', '300093.SZ', '600675.SH', '688509.SH', '002471.SZ', '002546.SZ', '002339.SZ', '600537.SH', '002805.SZ', '688707.SH', '603982.SH', '600435.SH', '600326.SH', '002488.SZ', '300346.SZ', '002317.SZ', '300850.SZ', '600611.SH', '601015.SH', '300147.SZ', '002819.SZ', '601011.SH', '002698.SZ', '300123.SZ', '300072.SZ', '600032.SH', '300079.SZ', '002037.SZ', '603108.SH', '300006.SZ', '300639.SZ', '300821.SZ', '300293.SZ', '002624.SZ', '002099.SZ', '300443.SZ', '002527.SZ', '300458.SZ', '002405.SZ', '300887.SZ', '300726.SZ']",0.22109271004619843,0.22170542635658907,26.696969696969695,17
tc60_buf1,"max_turnover=60%, buffer=1x",0.6,1.0,2024-10-08,2024-09-30,2024-10-14,-0.10360483783932413,50,0.6,0.88,20,6,"['300346.SZ', '600435.SH', '300072.SZ', '002819.SZ', '002488.SZ', '300850.SZ', '300079.SZ', '300123.SZ', '300726.SZ', '300821.SZ', '300006.SZ', '002698.SZ', '300887.SZ', '300458.SZ', '002647.SZ', '000863.SZ', '600658.SH', '600604.SH', '000006.SZ', '301150.SZ', '300382.SZ', '688131.SH', '688202.SH', '300260.SZ', '301078.SZ', '300604.SZ', '300225.SZ', '300767.SZ', '688091.SH', '688270.SH', '300672.SZ', '688326.SH', '600559.SH', '300341.SZ', '300598.SZ', '300113.SZ', '301165.SZ', '300487.SZ', '688001.SH', '688252.SH', '301021.SZ', '300278.SZ', '300820.SZ', '300363.SZ', '002229.SZ', '002389.SZ', '301177.SZ', '300348.SZ', '688179.SH', '688023.SH']",0.2278431523355381,0.22915961646926114,22.5,6
