scenario,description,max_turnover,buffer_multiplier,date,signal_date,next_date,return,num_stocks,turnover,baseline_overlap,retained_old_count,retained_outside_candidate_count,selected_codes,avg_similarity,median_similarity,avg_rank,missing_similarity_count
tc20_buf2,"max_turnover=20%, buffer=2x",0.2,2.0,2021-05-06,2021-04-30,2021-05-10,0.02098295551295017,50,0.2,0.36,40,29,"['002478.SZ', '002166.SZ', '600117.SH', '603013.SH', '300642.SZ', '002547.SZ', '603619.SH', '600569.SH', '002170.SZ', '000525.SZ', '000957.SZ', '603896.SH', '600626.SH', '002082.SZ', '600165.SH', '300204.SZ', '600121.SH', '002397.SZ', '002732.SZ', '002246.SZ', '002978.SZ', '002951.SZ', '300599.SZ', '300214.SZ', '002443.SZ', '002224.SZ', '002391.SZ', '600668.SH', '603610.SH', '300530.SZ', '300230.SZ', '002067.SZ', '603385.SH', '600819.SH', '002225.SZ', '600982.SH', '002392.SZ', '600581.SH', '002538.SZ', '300057.SZ', '601011.SH', '000937.SZ', '603590.SH', '002393.SZ', '002462.SZ', '600479.SH', '002550.SZ', '000788.SZ', '600351.SH', '002589.SZ']",0.3071978021978022,0.31769230769230766,19.0,29
tc20_buf2,"max_turnover=20%, buffer=2x",0.2,2.0,2021-05-10,2021-05-07,2021-05-17,0.001055461348469541,50,0.2,0.44,40,27,"['601011.SH', '000937.SZ', '002393.SZ', '002462.SZ', '002589.SZ', '002397.SZ', '002478.SZ', '002547.SZ', '603619.SH', '600117.SH', '600569.SH', '002170.SZ', '000957.SZ', '002166.SZ', '603013.SH', '300642.SZ', '000525.SZ', '603896.SH', '600626.SH', '002082.SZ', '600165.SH', '300204.SZ', '600121.SH', '002732.SZ', '002246.SZ', '002978.SZ', '002951.SZ', '300599.SZ', '300214.SZ', '002443.SZ', '002224.SZ', '002391.SZ', '600668.SH', '603610.SH', '300530.SZ', '300230.SZ', '002067.SZ', '603385.SH', '600819.SH', '002225.SZ', '600758.SH', '601101.SH', '600348.SH', '000919.SZ', '000518.SZ', '600488.SH', '000597.SZ', '600587.SH', '000566.SZ', '603727.SH']",0.3225292642140468,0.31721153846153843,15.173913043478262,27
tc20_buf2,"max_turnover=20%, buffer=2x",0.2,2.0,2021-05-17,2021-05-14,2021-05-24,0.0042630867173096,50,0.2,0.4,40,28,"['000937.SZ', '002393.SZ', '002462.SZ', '002589.SZ', '600488.SH', '002478.SZ', '603619.SH', '000597.SZ', '603727.SH', '600587.SH', '002170.SZ', '002246.SZ', '601011.SH', '002397.SZ', '002547.SZ', '600117.SH', '600569.SH', '000957.SZ', '002166.SZ', '603013.SH', '300642.SZ', '000525.SZ', '603896.SH', '600626.SH', '002082.SZ', '600165.SH', '300204.SZ', '600121.SH', '002732.SZ', '002978.SZ', '002951.SZ', '300599.SZ', '300214.SZ', '002443.SZ', '002224.SZ', '002391.SZ', '600668.SH', '603610.SH', '300530.SZ', '300230.SZ', '603590.SH', '002432.SZ', '600829.SH', '002907.SZ', '002550.SZ', '600479.SH', '000756.SZ', '002793.SZ', '688389.SH', '002107.SZ']",0.29210271317829456,0.3237541528239203,29.166666666666668,26
tc20_buf2,"max_turnover=20%, buffer=2x",0.2,2.0,2021-05-24,2021-05-21,2021-05-31,0.016423311670084085,50,0.2,0.34,40,33,"['603590.SH', '688389.SH', '000597.SZ', '002547.SZ', '603619.SH', '600117.SH', '000957.SZ', '000937.SZ', '002393.SZ', '002462.SZ', '002589.SZ', '600488.SH', '002478.SZ', '603727.SH', '600587.SH', '002170.SZ', '002246.SZ', '601011.SH', '002397.SZ', '600569.SH', '002166.SZ', '603013.SH', '300642.SZ', '000525.SZ', '603896.SH', '600626.SH', '002082.SZ', '600165.SH', '300204.SZ', '600121.SH', '002732.SZ', '002978.SZ', '002951.SZ', '300599.SZ', '300214.SZ', '002443.SZ', '002224.SZ', '002391.SZ', '600668.SH', '603610.SH', '000518.SZ', '000931.SZ', '300396.SZ', '300406.SZ', '000566.SZ', '688166.SH', '000850.SZ', '603366.SH', '688321.SH', '600288.SH']",0.3060138021689123,0.3094972067039106,9.647058823529411,33
tc20_buf2,"max_turnover=20%, buffer=2x",0.2,2.0,2021-05-31,2021-05-28,2021-06-07,0.005861450305492163,50,0.2,0.36,40,32,"['688389.SH', '300642.SZ', '300204.SZ', '000566.SZ', '601011.SH', '688166.SH', '688321.SH', '600288.SH', '603590.SH', '000597.SZ', '002547.SZ', '603619.SH', '600117.SH', '000957.SZ', '000937.SZ', '002393.SZ', '002462.SZ', '002589.SZ', '600488.SH', '002478.SZ', '603727.SH', '600587.SH', '002170.SZ', '002246.SZ', '002397.SZ', '600569.SH', '002166.SZ', '603013.SH', '000525.SZ', '603896.SH', '600626.SH', '002082.SZ', '600165.SH', '600121.SH', '002732.SZ', '002978.SZ', '002951.SZ', '300599.SZ', '300214.SZ', '002443.SZ', '300485.SZ', '300181.SZ', '688198.SH', '300199.SZ', '300647.SZ', '688278.SH', '300006.SZ', '603669.SH', '300493.SZ', '002724.SZ']",0.31126060956790125,0.31028645833333335,11.777777777777779,32
tc20_buf2,"max_turnover=20%, buffer=2x",0.2,2.0,2021-06-07,2021-06-04,2021-06-15,-0.006677244986231875,50,0.2,0.26,40,37,"['300647.SZ', '300493.SZ', '688278.SH', '688389.SH', '300642.SZ', '300204.SZ', '000566.SZ', '601011.SH', '688166.SH', '688321.SH', '600288.SH', '603590.SH', '000597.SZ', '002547.SZ', '603619.SH', '600117.SH', '000957.SZ', '000937.SZ', '002393.SZ', '002462.SZ', '002589.SZ', '600488.SH', '002478.SZ', '603727.SH', '600587.SH', '002170.SZ', '002246.SZ', '002397.SZ', '600569.SH', '002166.SZ', '603013.SH', '000525.SZ', '603896.SH', '600626.SH', '002082.SZ', '600165.SH', '600121.SH', '002732.SZ', '002978.SZ', '002951.SZ', '300765.SZ', '300246.SZ', '300030.SZ', '603079.SH', '300314.SZ', '603676.SH', '002907.SZ', '603327.SH', '002947.SZ', '002980.SZ']",0.3237226277372263,0.3279197080291971,10.461538461538462,37
tc20_buf2,"max_turnover=20%, buffer=2x",0.2,2.0,2021-06-15,2021-06-11,2021-06-21,0.01880640288742517,50,0.2,0.22,40,39,"['300246.SZ', '300647.SZ', '300493.SZ', '688278.SH', '688389.SH', '300642.SZ', '300204.SZ', '000566.SZ', '601011.SH', '688166.SH', '688321.SH', '600288.SH', '603590.SH', '000597.SZ', '002547.SZ', '603619.SH', '600117.SH', '000957.SZ', '000937.SZ', '002393.SZ', '002462.SZ', '002589.SZ', '600488.SH', '002478.SZ', '603727.SH', '600587.SH', '002170.SZ', '002246.SZ', '002397.SZ', '600569.SH', '002166.SZ', '603013.SH', '000525.SZ', '603896.SH', '600626.SH', '002082.SZ', '600165.SH', '600121.SH', '002732.SZ', '002978.SZ', '300562.SZ', '300787.SZ', '300683.SZ', '688138.SH', '300436.SZ', '300545.SZ', '300842.SZ', '000518.SZ', '300016.SZ', '002866.SZ']",0.32185406698564595,0.31434210526315787,6.0,39
tc20_buf2,"max_turnover=20%, buffer=2x",0.2,2.0,2021-06-21,2021-06-18,2021-06-28,0.004146236972151048,50,0.2,0.34,40,33,"['300562.SZ', '300246.SZ', '000518.SZ', '300016.SZ', '300545.SZ', '002866.SZ', '300493.SZ', '300647.SZ', '688278.SH', '688389.SH', '300642.SZ', '300204.SZ', '000566.SZ', '601011.SH', '688166.SH', '688321.SH', '600288.SH', '603590.SH', '000597.SZ', '002547.SZ', '603619.SH', '600117.SH', '000957.SZ', '000937.SZ', '002393.SZ', '002462.SZ', '002589.SZ', '600488.SH', '002478.SZ', '603727.SH', '600587.SH', '002170.SZ', '002246.SZ', '002397.SZ', '600569.SH', '002166.SZ', '603013.SH', '000525.SZ', '603896.SH', '600626.SH', '002750.SZ', '300485.SZ', '300497.SZ', '000931.SZ', '300110.SZ', '300686.SZ', '300444.SZ', '300625.SZ', '300006.SZ', '300241.SZ']",0.330511452368558,0.32123893805309744,9.117647058823529,33
tc20_buf2,"max_turnover=20%, buffer=2x",0.2,2.0,2021-06-28,2021-06-25,2021-07-05,-0.0005095275925622133,50,0.2,0.4,40,30,"['300485.SZ', '300016.SZ', '300545.SZ', '300686.SZ', '002866.SZ', '300625.SZ', '300497.SZ', '300444.SZ', '300241.SZ', '300006.SZ', '300562.SZ', '300246.SZ', '000518.SZ', '300493.SZ', '300647.SZ', '688278.SH', '688389.SH', '300642.SZ', '300204.SZ', '000566.SZ', '601011.SH', '688166.SH', '688321.SH', '600288.SH', '603590.SH', '000597.SZ', '002547.SZ', '603619.SH', '600117.SH', '000957.SZ', '000937.SZ', '002393.SZ', '002462.SZ', '002589.SZ', '600488.SH', '002478.SZ', '603727.SH', '600587.SH', '002170.SZ', '002246.SZ', '300636.SZ', '002923.SZ', '300723.SZ', '300181.SZ', '300822.SZ', '300787.SZ', '688138.SH', '002950.SZ', '300453.SZ', '002980.SZ']",0.31109215017064845,0.3130546075085324,11.35,30
tc20_buf2,"max_turnover=20%, buffer=2x",0.2,2.0,2021-07-05,2021-07-02,2021-07-12,0.007706976847671831,50,0.2,0.28,40,30,"['300444.SZ', '300822.SZ', '300787.SZ', '688138.SH', '300545.SZ', '300647.SZ', '002866.SZ', '300241.SZ', '300636.SZ', '002923.SZ', '300485.SZ', '300016.SZ', '300686.SZ', '300625.SZ', '300497.SZ', '300006.SZ', '300562.SZ', '300246.SZ', '000518.SZ', '300493.SZ', '688278.SH', '688389.SH', '300642.SZ', '300204.SZ', '000566.SZ', '601011.SH', '688166.SH', '688321.SH', '600288.SH', '603590.SH', '000597.SZ', '002547.SZ', '603619.SH', '600117.SH', '000957.SZ', '000937.SZ', '002393.SZ', '002462.SZ', '002589.SZ', '600488.SH', '300693.SZ', '300690.SZ', '300617.SZ', '300569.SZ', '300427.SZ', '300341.SZ', '600537.SH', '688011.SH', '603728.SH', '603212.SH']",0.31185275080906144,0.3881067961165049,35.142857142857146,29
tc20_buf2,"max_turnover=20%, buffer=2x",0.2,2.0,2021-07-12,2021-07-09,2021-07-19,-0.014689215399104876,50,0.2,0.34,40,28,"['300617.SZ', '300444.SZ', '300569.SZ', '600537.SH', '603728.SH', '603212.SH', '300787.SZ', '688138.SH', '300545.SZ', '300636.SZ', '300241.SZ', '002923.SZ', '300822.SZ', '300647.SZ', '002866.SZ', '300485.SZ', '300016.SZ', '300686.SZ', '300625.SZ', '300497.SZ', '300006.SZ', '300562.SZ', '300246.SZ', '000518.SZ', '300493.SZ', '688278.SH', '688389.SH', '300642.SZ', '300204.SZ', '000566.SZ', '601011.SH', '688166.SH', '688321.SH', '600288.SH', '603590.SH', '000597.SZ', '002547.SZ', '603619.SH', '600117.SH', '000957.SZ', '603995.SH', '600207.SH', '688516.SH', '002169.SZ', '300593.SZ', '300337.SZ', '002057.SZ', '300065.SZ', '300435.SZ', '300125.SZ']",0.3248751721763085,0.37685950413223135,35.083333333333336,26
tc20_buf2,"max_turnover=20%, buffer=2x",0.2,2.0,2021-07-19,2021-07-16,2021-07-26,0.032264527044754035,50,0.2,0.32,40,34,"['603995.SH', '300617.SZ', '600207.SH', '603728.SH', '002169.SZ', '300435.SZ', '300444.SZ', '300569.SZ', '600537.SH', '603212.SH', '300787.SZ', '688138.SH', '300545.SZ', '300636.SZ', '300241.SZ', '002923.SZ', '300822.SZ', '300647.SZ', '002866.SZ', '300485.SZ', '300016.SZ', '300686.SZ', '300625.SZ', '300497.SZ', '300006.SZ', '300562.SZ', '300246.SZ', '000518.SZ', '300493.SZ', '688278.SH', '688389.SH', '300642.SZ', '300204.SZ', '000566.SZ', '601011.SH', '688166.SH', '688321.SH', '600288.SH', '603590.SH', '000597.SZ', '002978.SZ', '000922.SZ', '300660.SZ', '300443.SZ', '600590.SH', '002218.SZ', '600569.SH', '600475.SH', '601126.SH', '002346.SZ']",0.4290690104166667,0.43144531249999996,9.125,34
tc20_buf2,"max_turnover=20%, buffer=2x",0.2,2.0,2021-07-26,2021-07-23,2021-08-02,0.0239005979692675,50,0.2,0.36,40,31,"['300660.SZ', '300569.SZ', '600590.SH', '601126.SH', '600569.SH', '002218.SZ', '002169.SZ', '601011.SH', '688138.SH', '603995.SH', '300617.SZ', '600207.SH', '603728.SH', '300435.SZ', '300444.SZ', '600537.SH', '603212.SH', '300787.SZ', '300545.SZ', '300636.SZ', '300241.SZ', '002923.SZ', '300822.SZ', '300647.SZ', '002866.SZ', '300485.SZ', '300016.SZ', '300686.SZ', '300625.SZ', '300497.SZ', '300006.SZ', '300562.SZ', '300246.SZ', '000518.SZ', '300493.SZ', '688278.SH', '688389.SH', '300642.SZ', '300204.SZ', '000566.SZ', '688186.SH', '300423.SZ', '300427.SZ', '300772.SZ', '002309.SZ', '002121.SZ', '002733.SZ', '300477.SZ', '002623.SZ', '688011.SH']",0.396572265625,0.42063802083333324,22.55,30
tc20_buf2,"max_turnover=20%, buffer=2x",0.2,2.0,2021-08-02,2021-07-30,2021-08-09,-0.006107644730023474,50,0.2,0.44,40,26,"['300772.SZ', '300444.SZ', '300660.SZ', '603995.SH', '300569.SZ', '603728.SH', '603212.SH', '002218.SZ', '002623.SZ', '601126.SH', '600569.SH', '300435.SZ', '300822.SZ', '300787.SZ', '600590.SH', '002169.SZ', '601011.SH', '688138.SH', '300617.SZ', '600207.SH', '600537.SH', '300545.SZ', '300636.SZ', '300241.SZ', '002923.SZ', '300647.SZ', '002866.SZ', '300485.SZ', '300016.SZ', '300686.SZ', '300625.SZ', '300497.SZ', '300006.SZ', '300562.SZ', '300246.SZ', '000518.SZ', '300493.SZ', '688278.SH', '688389.SH', '300642.SZ', '300820.SZ', '300842.SZ', '300690.SZ', '300360.SZ', '605222.SH', '600973.SH', '300693.SZ', '300129.SZ', '002487.SZ', '002533.SZ']",0.335933908045977,0.3997485632183908,46.96666666666667,20
tc20_buf2,"max_turnover=20%, buffer=2x",0.2,2.0,2021-08-09,2021-08-06,2021-08-16,0.049271657998451845,50,0.2,0.44,40,23,"['300444.SZ', '605222.SH', '300690.SZ', '603995.SH', '300360.SZ', '600973.SH', '002533.SZ', '600590.SH', '600569.SH', '603728.SH', '603212.SH', '300435.SZ', '300787.SZ', '300822.SZ', '688138.SH', '002866.SZ', '300636.SZ', '300772.SZ', '300660.SZ', '300569.SZ', '002218.SZ', '002623.SZ', '601126.SH', '002169.SZ', '601011.SH', '300617.SZ', '600207.SH', '600537.SH', '300545.SZ', '300241.SZ', '002923.SZ', '300647.SZ', '300485.SZ', '300016.SZ', '300686.SZ', '300625.SZ', '300497.SZ', '300006.SZ', '300562.SZ', '300246.SZ', '002441.SZ', '002300.SZ', '600458.SH', '603063.SH', '600581.SH', '002082.SZ', '000049.SZ', '600869.SH', '002616.SZ', '002189.SZ']",0.3631652084405558,0.4028358208955224,32.96551724137931,21
tc20_buf2,"max_turnover=20%, buffer=2x",0.2,2.0,2021-08-16,2021-08-13,2021-08-23,0.004929681434202791,50,0.2,0.34,40,32,"['002441.SZ', '600569.SH', '002533.SZ', '600590.SH', '600458.SH', '000049.SZ', '600869.SH', '002866.SZ', '300444.SZ', '605222.SH', '300690.SZ', '603995.SH', '300360.SZ', '600973.SH', '603728.SH', '603212.SH', '300435.SZ', '300787.SZ', '300822.SZ', '688138.SH', '300636.SZ', '300772.SZ', '300660.SZ', '300569.SZ', '002218.SZ', '002623.SZ', '601126.SH', '002169.SZ', '601011.SH', '300617.SZ', '600207.SH', '600537.SH', '300545.SZ', '300241.SZ', '002923.SZ', '300647.SZ', '300485.SZ', '300016.SZ', '300686.SZ', '300625.SZ', '000922.SZ', '002487.SZ', '300423.SZ', '000923.SZ', '600475.SH', '000717.SZ', '600982.SH', '002075.SZ', '000778.SZ', '000407.SZ']",0.41275831087151843,0.4265161725067385,13.61111111111111,32
tc20_buf2,"max_turnover=20%, buffer=2x",0.2,2.0,2021-08-23,2021-08-20,2021-08-30,0.024173077219462488,50,0.2,0.4,40,27,"['300617.SZ', '300423.SZ', '300360.SZ', '002487.SZ', '600590.SH', '000923.SZ', '600475.SH', '000717.SZ', '002169.SZ', '000407.SZ', '002866.SZ', '300686.SZ', '300485.SZ', '002441.SZ', '600569.SH', '002533.SZ', '600458.SH', '000049.SZ', '600869.SH', '300444.SZ', '605222.SH', '300690.SZ', '603995.SH', '600973.SH', '603728.SH', '603212.SH', '300435.SZ', '300787.SZ', '300822.SZ', '688138.SH', '300636.SZ', '300772.SZ', '300660.SZ', '300569.SZ', '002218.SZ', '002623.SZ', '601126.SH', '601011.SH', '600207.SH', '600537.SH', '002255.SZ', '002980.SZ', '002346.SZ', '002057.SZ', '600508.SH', '300125.SZ', '600780.SH', '601003.SH', '600971.SH', '000600.SZ']",0.3849523436479959,0.39557057057057066,20.304347826086957,27
tc20_buf2,"max_turnover=20%, buffer=2x",0.2,2.0,2021-08-30,2021-08-27,2021-09-06,0.025414758153594876,50,0.2,0.56,40,22,"['600569.SH', '002441.SZ', '300423.SZ', '000923.SZ', '002487.SZ', '000717.SZ', '600590.SH', '600475.SH', '600458.SH', '000407.SZ', '600780.SH', '002169.SZ', '600508.SH', '601003.SH', '000049.SZ', '000600.SZ', '600971.SH', '600869.SH', '300617.SZ', '300360.SZ', '002866.SZ', '300686.SZ', '300485.SZ', '002533.SZ', '300444.SZ', '605222.SH', '300690.SZ', '603995.SH', '600973.SH', '603728.SH', '603212.SH', '300435.SZ', '300787.SZ', '300822.SZ', '688138.SH', '300636.SZ', '300772.SZ', '300660.SZ', '300569.SZ', '002218.SZ', '601218.SH', '002309.SZ', '000922.SZ', '600792.SH', '600982.SH', '002276.SZ', '000862.SZ', '000778.SZ', '002039.SZ', '600531.SH']",0.39981894841269844,0.4019444444444443,14.785714285714286,22
tc20_buf2,"max_turnover=20%, buffer=2x",0.2,2.0,2021-09-06,2021-09-03,2021-09-13,0.04770480161357289,50,0.2,0.52,40,24,"['600569.SH', '300423.SZ', '000923.SZ', '600590.SH', '600475.SH', '000717.SZ', '002169.SZ', '000862.SZ', '000778.SZ', '000407.SZ', '600508.SH', '600869.SH', '002039.SZ', '601003.SH', '600971.SH', '000600.SZ', '002441.SZ', '002487.SZ', '600458.SH', '600780.SH', '000049.SZ', '300617.SZ', '300360.SZ', '002866.SZ', '300686.SZ', '300485.SZ', '002533.SZ', '300444.SZ', '605222.SH', '300690.SZ', '603995.SH', '600973.SH', '603728.SH', '603212.SH', '300435.SZ', '300787.SZ', '300822.SZ', '688138.SH', '300636.SZ', '300772.SZ', '002270.SZ', '300222.SZ', '600581.SH', '002346.SZ', '002075.SZ', '600507.SH', '600282.SH', '002479.SZ', '000531.SZ', '600126.SH']",0.41042407736771896,0.4015895953757226,13.5,24
tc20_buf2,"max_turnover=20%, buffer=2x",0.2,2.0,2021-09-13,2021-09-10,2021-09-22,0.016366864023411046,50,0.2,0.66,40,17,"['600569.SH', '002441.SZ', '300423.SZ', '002533.SZ', '600590.SH', '600475.SH', '000923.SZ', '600458.SH', '000049.SZ', '000717.SZ', '600581.SH', '600869.SH', '000778.SZ', '000407.SZ', '600508.SH', '600780.SH', '601003.SH', '600971.SH', '002479.SZ', '600126.SH', '000600.SZ', '600282.SH', '000531.SZ', '002169.SZ', '000862.SZ', '002039.SZ', '002487.SZ', '300617.SZ', '300360.SZ', '002866.SZ', '300686.SZ', '300485.SZ', '300444.SZ', '605222.SH', '300690.SZ', '603995.SH', '600973.SH', '603728.SH', '603212.SH', '300435.SZ', '002478.SZ', '601218.SH', '000922.SZ', '600792.SH', '601311.SH', '000601.SZ', '600531.SH', '600580.SH', '000969.SZ', '000761.SZ']",0.4059046933717118,0.39637203166226925,17.0,17
tc20_buf2,"max_turnover=20%, buffer=2x",0.2,2.0,2021-09-22,2021-09-17,2021-09-27,-0.07272315488598778,50,0.2,0.64,40,17,"['002478.SZ', '300360.SZ', '300423.SZ', '601218.SH', '000922.SZ', '600590.SH', '603728.SH', '000923.SZ', '600475.SH', '600792.SH', '000049.SZ', '000862.SZ', '000407.SZ', '600508.SH', '000601.SZ', '000600.SZ', '002479.SZ', '000531.SZ', '600971.SH', '000761.SZ', '600580.SH', '002039.SZ', '300686.SZ', '600569.SH', '002441.SZ', '002533.SZ', '600458.SH', '000717.SZ', '600581.SH', '600869.SH', '000778.SZ', '600780.SH', '601003.SH', '600126.SH', '600282.SH', '002169.SZ', '002487.SZ', '300617.SZ', '002866.SZ', '300485.SZ', '600468.SH', '002270.SZ', '603556.SH', '300222.SZ', '002346.SZ', '600550.SH', '002616.SZ', '002082.SZ', '600982.SH', '002578.SZ']",0.39562469615945556,0.40762032085561495,20.272727272727273,17
tc20_buf2,"max_turnover=20%, buffer=2x",0.2,2.0,2021-09-27,2021-09-24,2021-10-08,0.003958822417678551,50,0.2,0.2,40,40,"['002478.SZ', '300360.SZ', '300423.SZ', '601218.SH', '000922.SZ', '600590.SH', '603728.SH', '000923.SZ', '600475.SH', '600792.SH', '000049.SZ', '000407.SZ', '600508.SH', '000601.SZ', '000600.SZ', '002479.SZ', '000531.SZ', '600971.SH', '000761.SZ', '600580.SH', '002039.SZ', '300686.SZ', '600569.SH', '002441.SZ', '002533.SZ', '600458.SH', '000717.SZ', '600581.SH', '600869.SH', '000778.SZ', '600780.SH', '601003.SH', '600126.SH', '600282.SH', '002169.SZ', '002487.SZ', '300617.SZ', '002866.SZ', '300485.SZ', '600468.SH', '600673.SH', '300702.SZ', '603055.SH', '603992.SH', '002913.SZ', '600165.SH', '002320.SZ', '600658.SH', '600131.SH', '600864.SH']",0.3830737704918033,0.3788934426229509,5.5,40
tc20_buf2,"max_turnover=20%, buffer=2x",0.2,2.0,2021-10-08,2021-09-30,2021-10-11,-0.009044677999999987,50,0.2,0.2,40,40,"['002478.SZ', '300360.SZ', '300423.SZ', '601218.SH', '000922.SZ', '600590.SH', '603728.SH', '000923.SZ', '600475.SH', '600792.SH', '000049.SZ', '000407.SZ', '600508.SH', '000601.SZ', '000600.SZ', '002479.SZ', '000531.SZ', '600971.SH', '000761.SZ', '600580.SH', '002039.SZ', '300686.SZ', '600569.SH', '002441.SZ', '002533.SZ', '600458.SH', '000717.SZ', '600581.SH', '600869.SH', '000778.SZ', '600780.SH', '601003.SH', '600126.SH', '600282.SH', '002169.SZ', '002487.SZ', '300617.SZ', '002866.SZ', '300485.SZ', '600468.SH', '603519.SH', '002732.SZ', '000788.SZ', '002557.SZ', '002003.SZ', '002550.SZ', '600965.SH', '002515.SZ', '300401.SZ', '002880.SZ']",0.30155000000000004,0.29000000000000004,5.5,40
tc20_buf2,"max_turnover=20%, buffer=2x",0.2,2.0,2021-10-11,2021-10-08,2021-10-18,-0.01659067294000039,50,0.2,0.24,40,35,"['300686.SZ', '603519.SH', '002515.SZ', '000788.SZ', '002478.SZ', '300360.SZ', '300423.SZ', '601218.SH', '000922.SZ', '600590.SH', '603728.SH', '000923.SZ', '600475.SH', '600792.SH', '000049.SZ', '000407.SZ', '600508.SH', '000601.SZ', '000600.SZ', '002479.SZ', '000531.SZ', '600971.SH', '000761.SZ', '600580.SH', '002039.SZ', '600569.SH', '002441.SZ', '002533.SZ', '600458.SH', '000717.SZ', '600581.SH', '600869.SH', '000778.SZ', '600780.SH', '601003.SH', '600126.SH', '600282.SH', '002169.SZ', '002487.SZ', '300617.SZ', '603390.SH', '002703.SZ', '601500.SH', '603016.SH', '002121.SZ', '002488.SZ', '002137.SZ', '002951.SZ', '300651.SZ', '002937.SZ']",0.23298333333333335,0.26524999999999993,21.133333333333333,35
tc20_buf2,"max_turnover=20%, buffer=2x",0.2,2.0,2021-10-18,2021-10-15,2021-10-25,0.002203020585211881,50,0.2,0.26,40,36,"['603390.SH', '601500.SH', '300651.SZ', '000788.SZ', '300686.SZ', '603519.SH', '002515.SZ', '002478.SZ', '300360.SZ', '300423.SZ', '601218.SH', '000922.SZ', '600590.SH', '603728.SH', '000923.SZ', '600475.SH', '600792.SH', '000049.SZ', '000407.SZ', '600508.SH', '000601.SZ', '000600.SZ', '002479.SZ', '000531.SZ', '600971.SH', '000761.SZ', '600580.SH', '002039.SZ', '600569.SH', '002441.SZ', '002533.SZ', '600458.SH', '000717.SZ', '600581.SH', '600869.SH', '000778.SZ', '600780.SH', '601003.SH', '600126.SH', '600282.SH', '000957.SZ', '002309.SZ', '600537.SH', '300787.SZ', '688138.SH', '300545.SZ', '002962.SZ', '688020.SH', '601999.SH', '600136.SH']",0.26903571428571427,0.26262500000000005,11.071428571428571,36
tc20_buf2,"max_turnover=20%, buffer=2x",0.2,2.0,2021-10-25,2021-10-22,2021-11-01,-0.008352394502132609,50,0.2,0.36,40,32,"['603390.SH', '600537.SH', '603728.SH', '688138.SH', '300787.SZ', '300651.SZ', '002962.SZ', '688020.SH', '601500.SH', '000788.SZ', '300686.SZ', '603519.SH', '002515.SZ', '002478.SZ', '300360.SZ', '300423.SZ', '601218.SH', '000922.SZ', '600590.SH', '000923.SZ', '600475.SH', '600792.SH', '000049.SZ', '000407.SZ', '600508.SH', '000601.SZ', '000600.SZ', '002479.SZ', '000531.SZ', '600971.SH', '000761.SZ', '600580.SH', '002039.SZ', '600569.SH', '002441.SZ', '002533.SZ', '600458.SH', '000717.SZ', '600581.SH', '600869.SH', '002703.SZ', '600841.SH', '600523.SH', '601700.SH', '600207.SH', '600525.SH', '603212.SH', '600478.SH', '002851.SZ', '688006.SH']",0.3057280014914243,0.31174496644295296,12.222222222222221,32
tc20_buf2,"max_turnover=20%, buffer=2x",0.2,2.0,2021-11-01,2021-10-29,2021-11-08,0.007436642484927456,50,0.2,0.36,40,32,"['601500.SH', '601700.SH', '600537.SH', '603212.SH', '600525.SH', '002851.SZ', '300787.SZ', '688020.SH', '603390.SH', '603728.SH', '688138.SH', '300651.SZ', '002962.SZ', '000788.SZ', '300686.SZ', '603519.SH', '002515.SZ', '002478.SZ', '300360.SZ', '300423.SZ', '601218.SH', '000922.SZ', '600590.SH', '000923.SZ', '600475.SH', '600792.SH', '000049.SZ', '000407.SZ', '600508.SH', '000601.SZ', '000600.SZ', '002479.SZ', '000531.SZ', '600971.SH', '000761.SZ', '600580.SH', '002039.SZ', '600569.SH', '002441.SZ', '002533.SZ', '603158.SH', '000025.SZ', '300617.SZ', '300825.SZ', '600468.SH', '002733.SZ', '300776.SZ', '002276.SZ', '300068.SZ', '002706.SZ']",0.29787234042553196,0.3107142857142857,19.210526315789473,31
tc20_buf2,"max_turnover=20%, buffer=2x",0.2,2.0,2021-11-08,2021-11-05,2021-11-15,0.043352130858846996,50,0.2,0.36,40,32,"['603158.SH', '600537.SH', '002733.SZ', '603212.SH', '600525.SH', '300068.SZ', '688138.SH', '688020.SH', '601500.SH', '601700.SH', '002851.SZ', '300787.SZ', '603390.SH', '603728.SH', '300651.SZ', '002962.SZ', '000788.SZ', '300686.SZ', '603519.SH', '002515.SZ', '002478.SZ', '300360.SZ', '300423.SZ', '601218.SH', '000922.SZ', '600590.SH', '000923.SZ', '600475.SH', '600792.SH', '000049.SZ', '000407.SZ', '600508.SH', '000601.SZ', '000600.SZ', '002479.SZ', '000531.SZ', '600971.SH', '000761.SZ', '600580.SH', '002039.SZ', '300816.SZ', '000957.SZ', '603786.SH', '002510.SZ', '300680.SZ', '300258.SZ', '002623.SZ', '002664.SZ', '300222.SZ', '300185.SZ']",0.3079994658119658,0.30112179487179486,11.166666666666666,32
