date,code,pct_chg,close
2021-04-21,000852.SH,1.32092e-05,6457.71
2021-04-21,000905.SH,-0.00128816,6420.26
2021-04-22,000852.SH,0.00425793,6485.21
2021-04-22,000905.SH,0.00392679,6445.47
2021-04-23,000852.SH,-0.00492023,6453.3
2021-04-23,000905.SH,0.00268313,6462.76
2021-04-26,000852.SH,-0.00344222,6431.09
2021-04-26,000905.SH,-0.00311106,6442.65
2021-04-27,000852.SH,-0.00469348,6400.9
2021-04-27,000905.SH,0.000564209,6446.28
2021-04-28,000852.SH,0.00567765,6437.25
2021-04-28,000905.SH,0.00674156,6489.74
2021-04-29,000852.SH,-0.00499342,6405.1
2021-04-29,000905.SH,0.000336839,6491.93
2021-04-30,000852.SH,-0.00358564,6382.14
2021-04-30,000905.SH,-0.000957805,6485.71
2021-05-06,000852.SH,0.00255416,6398.44
2021-05-06,000905.SH,0.000561542,6489.35
2021-05-07,000852.SH,-0.0122193,6320.25
2021-05-07,000905.SH,-0.00692042,6444.44
2021-05-10,000852.SH,0.00289871,6338.57
2021-05-10,000905.SH,0.00489523,6475.99
2021-05-11,000852.SH,0.000834446,6343.86
2021-05-11,000905.SH,-0.00308123,6456.04
2021-05-12,000852.SH,0.0120549,6420.34
2021-05-12,000905.SH,0.00867591,6512.05
2021-05-13,000852.SH,-0.00705919,6375.01
2021-05-13,000905.SH,-0.0112131,6439.03
2021-05-14,000852.SH,0.0137194,6462.48
2021-05-14,000905.SH,0.0134761,6525.8
2021-05-17,000852.SH,-0.000804583,6457.28
2021-05-17,000905.SH,0.00802047,6578.14
2021-05-18,000852.SH,0.00457541,6486.82
2021-05-18,000905.SH,0.00326232,6599.6
2021-05-19,000852.SH,0.000327957,6488.95
2021-05-19,000905.SH,-0.00230469,6584.39
2021-05-20,000852.SH,-0.000942079,6482.84
2021-05-20,000905.SH,-0.00541888,6548.71
2021-05-21,000852.SH,-0.000379726,6480.37
2021-05-21,000905.SH,-0.00318383,6527.86
2021-05-24,000852.SH,0.00887032,6537.86
2021-05-24,000905.SH,0.00249086,6544.12
2021-05-25,000852.SH,0.0119086,6615.71
2021-05-25,000905.SH,0.0115447,6619.67
2021-05-26,000852.SH,0.00438908,6644.75
2021-05-26,000905.SH,0.00129009,6628.21
2021-05-27,000852.SH,0.00907394,6705.04
2021-05-27,000905.SH,0.00862978,6685.41
2021-05-28,000852.SH,-0.00159572,6694.35
2021-05-28,000905.SH,-0.00257875,6668.17
2021-05-31,000852.SH,0.0179282,6814.36
2021-05-31,000905.SH,0.00912094,6728.99
2021-06-01,000852.SH,0.00592432,6854.73
2021-06-01,000905.SH,0.00160054,6739.76
2021-06-02,000852.SH,-0.0138991,6759.46
2021-06-02,000905.SH,-0.00865461,6681.43
2021-06-03,000852.SH,-0.000797298,6754.07
2021-06-03,000905.SH,-0.00205046,6667.73
2021-06-04,000852.SH,0.00469847,6785.8
2021-06-04,000905.SH,0.00379889,6693.06
2021-06-07,000852.SH,0.0112067,6861.85
2021-06-07,000905.SH,0.00424918,6721.5
2021-06-08,000852.SH,-0.00757609,6809.86
2021-06-08,000905.SH,-0.0054958,6684.56
2021-06-09,000852.SH,0.00198875,6823.41
2021-06-09,000905.SH,0.00124765,6692.9
2021-06-10,000852.SH,0.0109621,6898.21
2021-06-10,000905.SH,0.0108682,6765.64
2021-06-11,000852.SH,-0.00655726,6852.97
2021-06-11,000905.SH,-0.00587084,6725.92
2021-06-15,000852.SH,-0.00552375,6815.12
2021-06-15,000905.SH,-0.00925673,6663.66
2021-06-16,000852.SH,-0.0208176,6673.24
2021-06-16,000905.SH,-0.0146121,6566.29
2021-06-17,000852.SH,0.0171467,6787.67
2021-06-17,000905.SH,0.00759637,6616.17
2021-06-18,000852.SH,0.0112037,6863.72
2021-06-18,000905.SH,0.00628611,6657.76
2021-06-21,000852.SH,0.0152367,6968.3
2021-06-21,000905.SH,0.00742182,6707.18
2021-06-22,000852.SH,0.00458584,7000.25
2021-06-22,000905.SH,0.0048631,6739.79
2021-06-23,000852.SH,0.00656015,7046.17
2021-06-23,000905.SH,0.00744125,6789.95
2021-06-24,000852.SH,-0.010152,6974.64
2021-06-24,000905.SH,-0.00516657,6754.87
2021-06-25,000852.SH,0.00369735,7000.43
