scenario,description,max_turnover,buffer_multiplier,cost_bps,periods,avg_turnover,avg_baseline_overlap,avg_similarity,avg_rank,avg_retained_outside_candidate_count,gross_final_nav,gross_annual_return,gross_sharpe_ratio,gross_max_drawdown,net_final_nav,net_annual_return,net_sharpe_ratio,net_max_drawdown,annual_return_drag
tc50_buf2,"max_turnover=50%, buffer=2x",0.5,2.0,0,301,0.4930897009966778,0.7562126245847175,0.2359173246932785,23.13204572054158,10.461794019933555,8.033512728977154,0.42826492913853165,1.3264255179629483,-0.288257791598595,8.033512728977154,0.42826492913853165,1.3264255179629483,-0.288257791598595,0.0
tc50_buf2,"max_turnover=50%, buffer=2x",0.5,2.0,5,301,0.4930897009966778,0.7562126245847175,0.2359173246932785,23.13204572054158,10.461794019933555,8.033512728977154,0.42826492913853165,1.3264255179629483,-0.288257791598595,7.458860742835478,0.41024458362792315,1.266660396326864,-0.2935341558913911,0.018020345510608493
tc50_buf2,"max_turnover=50%, buffer=2x",0.5,2.0,10,301,0.4930897009966778,0.7562126245847175,0.2359173246932785,23.13204572054158,10.461794019933555,8.033512728977154,0.42826492913853165,1.3264255179629483,-0.288257791598595,6.925187263822478,0.3924472172284299,1.207614191356007,-0.29877270012009205,0.035817711910101746
tc50_buf2,"max_turnover=50%, buffer=2x",0.5,2.0,20,301,0.4930897009966778,0.7562126245847175,0.2359173246932785,23.13204572054158,10.461794019933555,8.033512728977154,0.42826492913853165,1.3264255179629483,-0.288257791598595,5.969329896569718,0.3575106345860457,1.091644430042473,-0.3095427866533067,0.07075429455248594
tc50_buf2,"max_turnover=50%, buffer=2x",0.5,2.0,50,301,0.4930897009966778,0.7562126245847175,0.2359173246932785,23.13204572054158,10.461794019933555,8.033512728977154,0.42826492913853165,1.3264255179629483,-0.288257791598595,3.8213391507156773,0.2577776127068261,0.7601201476252119,-0.3652567205819165,0.17048731643170556
tc50_buf2,"max_turnover=50%, buffer=2x",0.5,2.0,100,301,0.4930897009966778,0.7562126245847175,0.2359173246932785,23.13204572054158,10.461794019933555,8.033512728977154,0.42826492913853165,1.3264255179629483,-0.288257791598595,1.8143584422531833,0.10729067708408113,0.25843524496436876,-0.4671893196472299,0.3209742520544505
tc50_buf3,"max_turnover=50%, buffer=3x",0.5,3.0,0,301,0.493156146179402,0.7556810631229235,0.23414602707335136,24.06564693985148,9.813953488372093,8.143049596010426,0.43157788028235955,1.338846710168897,-0.29328032866137044,8.143049596010426,0.43157788028235955,1.338846710168897,-0.29328032866137044,0.0
tc50_buf3,"max_turnover=50%, buffer=3x",0.5,3.0,5,301,0.493156146179402,0.7556810631229235,0.23414602707335136,24.06564693985148,9.813953488372093,8.143049596010426,0.43157788028235955,1.338846710168897,-0.29328032866137044,7.560486611918538,0.4135133166418741,1.2788740345751084,-0.29851945933937696,0.018064563640485476
tc50_buf3,"max_turnover=50%, buffer=3x",0.5,3.0,10,301,0.493156146179402,0.7556810631229235,0.23414602707335136,24.06564693985148,9.813953488372093,8.143049596010426,0.43157788028235955,1.338846710168897,-0.29328032866137044,7.0194716643779405,0.39567230921062313,1.2196229138895651,-0.30372103683738016,0.03590557107173642
tc50_buf3,"max_turnover=50%, buffer=3x",0.5,3.0,20,301,0.493156146179402,0.7556810631229235,0.23414602707335136,24.06564693985148,9.813953488372093,8.143049596010426,0.43157788028235955,1.338846710168897,-0.29328032866137044,6.0504793895516285,0.36065014643451065,1.103251105582075,-0.31441512231551694,0.0709277338478489
tc50_buf3,"max_turnover=50%, buffer=3x",0.5,3.0,50,301,0.493156146179402,0.7556810631229235,0.23414602707335136,24.06564693985148,9.813953488372093,8.143049596010426,0.43157788028235955,1.338846710168897,-0.29328032866137044,3.8730547962748005,0.2606734872861938,0.7705806823815792,-0.36160335105295605,0.17090439299616578
tc50_buf3,"max_turnover=50%, buffer=3x",0.5,3.0,100,301,0.493156146179402,0.7556810631229235,0.23414602707335136,24.06564693985148,9.813953488372093,8.143049596010426,0.43157788028235955,1.338846710168897,-0.29328032866137044,1.8387276082762116,0.1098209474097731,0.2671712230287504,-0.4641226399872408,0.32175693287258644
tc50_buf4,"max_turnover=50%, buffer=4x",0.5,4.0,0,301,0.4930232558139535,0.7554152823920266,0.23292671179545102,24.76904734371698,9.44186046511628,8.13172402821105,0.43123705585354544,1.336613838378769,-0.29484158532652227,8.13172402821105,0.43123705585354544,1.336613838378769,-0.29484158532652227,0.0
tc50_buf4,"max_turnover=50%, buffer=4x",0.5,4.0,5,301,0.4930232558139535,0.7554152823920266,0.23292671179545102,24.76904734371698,9.44186046511628,8.13172402821105,0.43123705585354544,1.336613838378769,-0.29484158532652227,7.550122323731696,0.41318162932286406,1.2767252338516044,-0.30005513995017985,0.018055426530681373
tc50_buf4,"max_turnover=50%, buffer=4x",0.5,4.0,10,301,0.4930232558139535,0.7554152823920266,0.23292671179545102,24.76904734371698,9.44186046511628,8.13172402821105,0.43123705585354544,1.336613838378769,-0.29484158532652227,7.009989321354686,0.3953495859051839,1.2175565938393527,-0.3052314253337848,0.03588746994836156
tc50_buf4,"max_turnover=50%, buffer=4x",0.5,4.0,20,301,0.4930232558139535,0.7554152823920266,0.23292671179545102,24.76904734371698,9.44186046511628,8.13172402821105,0.43123705585354544,1.336613838378769,-0.29484158532652227,6.042548053110855,0.3603448431461418,1.1013450708805312,-0.3158749106328482,0.07089221270740365
tc50_buf4,"max_turnover=50%, buffer=4x",0.5,4.0,50,301,0.4930232558139535,0.7554152823920266,0.23292671179545102,24.76904734371698,9.44186046511628,8.13172402821105,0.43123705585354544,1.336613838378769,-0.29484158532652227,3.8684434442364655,0.2604165755083281,0.7691197495239787,-0.36425482866503367,0.17082048034521735
tc50_buf4,"max_turnover=50%, buffer=4x",0.5,4.0,100,301,0.4930232558139535,0.7554152823920266,0.23292671179545102,24.76904734371698,9.44186046511628,8.13172402821105,0.43123705585354544,1.336613838378769,-0.29484158532652227,1.8369082680552502,0.10963300709147794,0.26634325676028864,-0.46624895595937144,0.3216040487620675
tc60_buf1,"max_turnover=60%, buffer=1x",0.6,1.0,0,301,0.5781395348837208,0.8513621262458472,0.23356570138068747,23.38284070963178,7.431893687707642,10.314371066784771,0.49065462797762116,1.5245420281490267,-0.2686654461624348,10.314371066784771,0.49065462797762116,1.5245420281490267,-0.2686654461624348,0.0
tc60_buf1,"max_turnover=60%, buffer=1x",0.6,1.0,5,301,0.5781395348837208,0.8513621262458472,0.23356570138068747,23.38284070963178,7.431893687707642,10.314371066784771,0.49065462797762116,1.5245420281490267,-0.2686654461624348,9.45473293056362,0.46862672159388774,1.4520031696787246,-0.27096585860454714,0.02202790638373342
tc60_buf1,"max_turnover=60%, buffer=1x",0.6,1.0,10,301,0.5781395348837208,0.8513621262458472,0.23356570138068747,23.38284070963178,7.431893687707642,10.314371066784771,0.49065462797762116,1.5245420281490267,-0.2686654461624348,8.666519734037246,0.4469180309102716,1.3804842494573333,-0.2757617450723029,0.04373659706734956
tc60_buf1,"max_turnover=60%, buffer=1x",0.6,1.0,20,301,0.5781395348837208,0.8513621262458472,0.23356570138068747,23.38284070963178,7.431893687707642,10.314371066784771,0.49065462797762116,1.5245420281490267,-0.2686654461624348,7.281192006861174,0.404440221407399,1.2404498740216128,-0.28655360469555646,0.08621440657022217
tc60_buf1,"max_turnover=60%, buffer=1x",0.6,1.0,50,301,0.5781395348837208,0.8513621262458472,0.23356570138068747,23.38284070963178,7.431893687707642,10.314371066784771,0.49065462797762116,1.5245420281490267,-0.2686654461624348,4.315288837779331,0.28420916039810096,0.8433940522054941,-0.32447837569466276,0.2064454675795202
tc60_buf1,"max_turnover=60%, buffer=1x",0.6,1.0,100,301,0.5781395348837208,0.8513621262458472,0.23356570138068747,23.38284070963178,7.431893687707642,10.314371066784771,0.49065462797762116,1.5245420281490267,-0.2686654461624348,1.8008026724269273,0.10587095289358417,0.25232965154890047,-0.45107451991922787,0.384783675084037
tc60_buf2,"max_turnover=60%, buffer=2x",0.6,2.0,0,301,0.5776079734219268,0.8516279069767443,0.23113254657969873,24.511863698647826,5.737541528239203,10.492330268052031,0.4950234345552753,1.5410691360221196,-0.27019090717126204,10.492330268052031,0.4950234345552753,1.5410691360221196,-0.27019090717126204,0.0
tc60_buf2,"max_turnover=60%, buffer=2x",0.6,2.0,5,301,0.5776079734219268,0.8516279069767443,0.23113254657969873,24.511863698647826,5.737541528239203,10.492330268052031,0.4950234345552753,1.5410691360221196,-0.27019090717126204,9.618630023696614,0.472951133429077,1.4682975727436829,-0.2724865212765992,0.02207230112619829
tc60_buf2,"max_turnover=60%, buffer=2x",0.6,2.0,10,301,0.5776079734219268,0.8516279069767443,0.23113254657969873,24.511863698647826,5.737541528239203,10.492330268052031,0.4950234345552753,1.5410691360221196,-0.27019090717126204,8.817459171340749,0.4511983988324275,1.3965475880962153,-0.27758881175149996,0.043825035722847794
tc60_buf2,"max_turnover=60%, buffer=2x",0.6,2.0,20,301,0.5776079734219268,0.8516279069767443,0.23113254657969873,24.511863698647826,5.737541528239203,10.492330268052031,0.4950234345552753,1.5410691360221196,-0.27019090717126204,7.4091914138966395,0.4086335506484109,1.256055990275339,-0.28835344629103177,0.08638988390686442
tc60_buf2,"max_turnover=60%, buffer=2x",0.6,2.0,50,301,0.5776079734219268,0.8516279069767443,0.23113254657969873,24.511863698647826,5.737541528239203,10.492330268052031,0.4950234345552753,1.5410691360221196,-0.27019090717126204,4.3932658251853125,0.2881496985606151,0.8576674524036845,-0.32823701668398064,0.2068737359946602
tc60_buf2,"max_turnover=60%, buffer=2x",0.6,2.0,100,301,0.5776079734219268,0.8516279069767443,0.23113254657969873,24.511863698647826,5.737541528239203,10.492330268052031,0.4950234345552753,1.5410691360221196,-0.27019090717126204,1.834822731086499,0.10941737837861232,0.2645092829345572,-0.4531960546692836,0.385606056176663
tc60_buf3,"max_turnover=60%, buffer=3x",0.6,3.0,0,301,0.5776744186046512,0.8512292358803988,0.22967862204845677,25.26518963972581,5.196013289036545,10.500190321548143,0.4952149743839489,1.5392666260070353,-0.27135946746192297,10.500190321548143,0.4952149743839489,1.5392666260070353,-0.27135946746192297,0.0
tc60_buf3,"max_turnover=60%, buffer=3x",0.6,3.0,5,301,0.5776744186046512,0.8512292358803988,0.22967862204845677,25.26518963972581,5.196013289036545,10.500190321548143,0.4952149743839489,1.5392666260070353,-0.27135946746192297,9.625739283261868,0.4731373244938102,1.4665921894001084,-0.2768046193894552,0.022077649890138717
tc60_buf3,"max_turnover=60%, buffer=3x",0.6,3.0,10,301,0.5776744186046512,0.8512292358803988,0.22967862204845677,25.26518963972581,5.196013289036545,10.500190321548143,0.4952149743839489,1.5392666260070353,-0.27135946746192297,8.823887962525916,0.45137935517093974,1.3949381245137558,-0.28221064796776885,0.04383561921300916
tc60_buf3,"max_turnover=60%, buffer=3x",0.6,3.0,20,301,0.5776744186046512,0.8512292358803988,0.22967862204845677,25.26518963972581,5.196013289036545,10.500190321548143,0.4952149743839489,1.5392666260070353,-0.27135946746192297,7.414444904605112,0.4088043711275262,1.2546348027090317,-0.2929064126190998,0.08641060325642269
tc60_buf3,"max_turnover=60%, buffer=3x",0.6,3.0,50,301,0.5776744186046512,0.8512292358803988,0.22967862204845677,25.26518963972581,5.196013289036545,10.500190321548143,0.4952149743839489,1.5392666260070353,-0.27135946746192297,4.396116078852576,0.2882926333559248,0.8567835861155457,-0.32408244412807186,0.2069223410280241
tc60_buf3,"max_turnover=60%, buffer=3x",0.6,3.0,100,301,0.5776744186046512,0.8512292358803988,0.22967862204845677,25.26518963972581,5.196013289036545,10.500190321548143,0.4952149743839489,1.5392666260070353,-0.27135946746192297,1.835828007010914,0.10952134163700711,0.26443558849217425,-0.44899238335201375,0.3856936327469418
tc60_buf4,"max_turnover=60%, buffer=4x",0.6,4.0,0,301,0.5777408637873754,0.8513621262458472,0.22865558273506592,25.86953986555577,4.900332225913621,10.16007433543636,0.4868158555171622,1.5117433516553498,-0.2707735590407677,10.16007433543636,0.4868158555171622,1.5117433516553498,-0.2707735590407677,0.0
tc60_buf4,"max_turnover=60%, buffer=4x",0.6,4.0,5,301,0.5777408637873754,0.8513621262458472,0.22865558273506592,25.86953986555577,4.900332225913621,10.16007433543636,0.4868158555171622,1.5117433516553498,-0.2707735590407677,9.313854834117679,0.4648597163315602,1.4394498243006075,-0.2762230894790012,0.02195613918560202
tc60_buf4,"max_turnover=60%, buffer=4x",0.6,4.0,10,301,0.5777408637873754,0.8513621262458472,0.22865558273506592,25.86953986555577,4.900332225913621,10.16007433543636,0.4868158555171622,1.5117433516553498,-0.2707735590407677,8.537898915521351,0.44322153455705027,1.3681714952828459,-0.28163346510847065,0.043594320960111954
tc60_buf4,"max_turnover=60%, buffer=4x",0.6,4.0,20,301,0.5777408637873754,0.8513621262458472,0.22865558273506592,25.86953986555577,4.900332225913621,10.16007433543636,0.4868158555171622,1.5117433516553498,-0.2707735590407677,7.173993263751744,0.40088105158920273,1.2286044012631319,-0.29233783034994143,0.08593480392795949
tc60_buf4,"max_turnover=60%, buffer=4x",0.6,4.0,50,301,0.5777408637873754,0.8513621262458472,0.22865558273506592,25.86953986555577,4.900332225913621,10.16007433543636,0.4868158555171622,1.5117433516553498,-0.2707735590407677,4.253293064564758,0.2810338853586618,0.8328447279778379,-0.32808876533632125,0.20578197015850042
tc60_buf4,"max_turnover=60%, buffer=4x",0.6,4.0,100,301,0.5777408637873754,0.8513621262458472,0.22865558273506592,25.86953986555577,4.900332225913621,10.16007433543636,0.4868158555171622,1.5117433516553498,-0.2707735590407677,1.7760056013000998,0.10325081902069377,0.2436223199497806,-0.4582151877900196,0.38356503649646845
