scenario,capital,participation_limit,year,weeks,annual_return,annual_cost_arithmetic,avg_fill_ratio,total_unfilled_trade_weight
baseline,10000000,0.05,2020,46,0.42561270353589675,0.03634390157244148,0.9676873271567226,1.9038874384536486
baseline,10000000,0.05,2021,52,1.0158473862046495,0.04413787967575415,0.9664952408935851,2.321121081618325
baseline,10000000,0.05,2022,50,0.1934556664158369,0.045101247292440326,0.9730138416870873,1.8825728370219308
baseline,10000000,0.05,2023,50,0.21274971482214355,0.04733663527250485,0.9840989148034823,1.2127038579461709
baseline,10000000,0.05,2024,52,0.1532859322478184,0.045616864390122,0.9407449510453711,4.442382270401467
baseline,10000000,0.05,2025,51,0.3926018687391386,0.042872565808020166,0.9488944362073104,3.9212874596622784
baseline,10000000,0.1,2020,46,0.42561270353589675,0.03634390157244148,0.9676873271567226,1.9038874384536486
baseline,10000000,0.1,2021,52,1.0158473862046495,0.04413787967575415,0.9664952408935851,2.321121081618325
baseline,10000000,0.1,2022,50,0.1934556664158369,0.045101247292440326,0.9730138416870873,1.8825728370219308
baseline,10000000,0.1,2023,50,0.21274971482214355,0.04733663527250485,0.9840989148034823,1.2127038579461709
baseline,10000000,0.1,2024,52,0.1532859322478184,0.045616864390122,0.9407449510453711,4.442382270401467
baseline,10000000,0.1,2025,51,0.3926018687391386,0.042872565808020166,0.9488944362073104,3.9212874596622784
baseline,10000000,0.2,2020,46,0.42561270353589675,0.03634390157244148,0.9676873271567226,1.9038874384536486
baseline,10000000,0.2,2021,52,1.0158473862046495,0.04413787967575415,0.9664952408935851,2.321121081618325
baseline,10000000,0.2,2022,50,0.1934556664158369,0.045101247292440326,0.9730138416870873,1.8825728370219308
baseline,10000000,0.2,2023,50,0.21274971482214355,0.04733663527250485,0.9840989148034823,1.2127038579461709
baseline,10000000,0.2,2024,52,0.1532859322478184,0.045616864390122,0.9407449510453711,4.442382270401467
baseline,10000000,0.2,2025,51,0.3926018687391386,0.042872565808020166,0.9488944362073104,3.9212874596622784
baseline,30000000,0.05,2020,46,0.41854712066443,0.041525550216389984,0.9674688236530704,1.9184961474532702
baseline,30000000,0.05,2021,52,0.9979471851705515,0.05099630809433463,0.9650072496100653,2.430742183764272
baseline,30000000,0.05,2022,50,0.18582191895183664,0.051755602840571804,0.9726279618675919,1.9152231201009609
baseline,30000000,0.05,2023,50,0.203822445451165,0.05469006159299805,0.9839952908288971,1.220748704722459
baseline,30000000,0.05,2024,52,0.14416360344794765,0.05271134037351205,0.939784619360966,4.512963020354937
baseline,30000000,0.05,2025,51,0.38506704568342554,0.048288739189906865,0.948879572236086,3.9223287572041006
baseline,30000000,0.1,2020,46,0.41821279721878346,0.04154337387513019,0.9676873271567226,1.9038874384536486
baseline,30000000,0.1,2021,52,1.0014913524406648,0.05117366043356732,0.9664423121715403,2.3242534650316866
baseline,30000000,0.1,2022,50,0.18543103235424185,0.05184078546672266,0.9730134719586684,1.8825983580520522
baseline,30000000,0.1,2023,50,0.2038437575765808,0.054699549441880956,0.9840989148034823,1.2127038579461709
baseline,30000000,0.1,2024,52,0.14502720709915873,0.052807373028244974,0.9407095539431937,4.44528840327915
baseline,30000000,0.1,2025,51,0.38507180691272347,0.0482892873983995,0.9488946311520577,3.9212738028737464
baseline,30000000,0.2,2020,46,0.41821279721878346,0.04154337387513019,0.9676873271567226,1.9038874384536486
baseline,30000000,0.2,2021,52,1.001695778437699,0.051175901345916146,0.9664952408935851,2.321121081618325
baseline,30000000,0.2,2022,50,0.1854311327666438,0.051840797140465245,0.9730138416870873,1.8825728370219308
baseline,30000000,0.2,2023,50,0.2038437575765808,0.054699549441880956,0.9840989148034823,1.2127038579461709
baseline,30000000,0.2,2024,52,0.14501302136221228,0.052808742543279316,0.9407449510453711,4.442382270401467
baseline,30000000,0.2,2025,51,0.38507174527641386,0.0482892803015984,0.9488944362073104,3.9212874596622784
baseline,100000000,0.05,2020,46,0.4099663953528081,0.04875777634638157,0.9403705046123839,3.6173062672769127
baseline,100000000,0.05,2021,52,0.9250594634976261,0.0561190610253162,0.9010647989852278,6.918090302176589
baseline,100000000,0.05,2022,50,0.1767701769035781,0.060065098151812726,0.9415680379792535,4.25159491726597
baseline,100000000,0.05,2023,50,0.15716137423506216,0.06313576802061513,0.941447617991281,4.34532179880328
