scenario,description,max_turnover,buffer_multiplier,date,signal_date,next_date,return,num_stocks,turnover,baseline_overlap,retained_old_count,retained_outside_candidate_count,selected_codes,avg_similarity,median_similarity,avg_rank,missing_similarity_count
tc50_buf2,"max_turnover=50%, buffer=2x",0.5,2.0,2026-01-05,2025-12-31,2026-01-12,0.04583431058606807,50,0.5,0.52,25,23,"['002539.SZ', '603613.SH', '601022.SH', '002785.SZ', '600428.SH', '000429.SZ', '600179.SH', '600143.SH', '603444.SH', '600141.SH', '600486.SH', '603565.SH', '600801.SH', '300002.SZ', '002895.SZ', '301035.SZ', '601156.SH', '601975.SH', '600546.SH', '600368.SH', '002110.SZ', '603708.SH', '600792.SH', '002419.SZ', '000759.SZ', '301291.SZ', '002984.SZ', '603899.SH', '000957.SZ', '600582.SH', '688209.SH', '688289.SH', '601965.SH', '601038.SH', '600529.SH', '000409.SZ', '003013.SZ', '603989.SH', '688582.SH', '600970.SH', '688006.SH', '603055.SH', '300708.SZ', '688063.SH', '002508.SZ', '300088.SZ', '000815.SZ', '688153.SH', '301439.SZ', '001696.SZ']",0.14144530134247357,0.13650385604113108,14.925925925925926,23
