scenario,cost_bps,year,weeks,annual_return,net_annual_return,avg_turnover,win_rate
tc20_buf2,100,2022,50,0.09836347200117235,-0.006259143695075631,0.19999999999999996,0.5
tc20_buf2,100,2023,50,0.19677201454849658,0.08277567203903136,0.19999999999999996,0.48
tc20_buf2,100,2024,52,-0.09280479563135435,-0.18249787030889353,0.19999999999999993,0.5
tc20_buf2,100,2025,51,0.4064376669798546,0.26992506391320137,0.19999999999999996,0.6274509803921569
tc20_buf3,0,2020,46,0.2839262918544958,0.2839262918544958,0.1956521739130434,0.5
tc20_buf3,0,2021,52,0.31342264559010435,0.31342264559010435,0.19999999999999993,0.6730769230769231
tc20_buf3,0,2022,50,0.10365339125847828,0.10365339125847828,0.19999999999999996,0.56
tc20_buf3,0,2023,50,0.20159064860399334,0.20159064860399334,0.19999999999999996,0.56
tc20_buf3,0,2024,52,-0.1145512209813947,-0.1145512209813947,0.19999999999999993,0.5384615384615384
tc20_buf3,0,2025,51,0.4070097749523025,0.4070097749523025,0.19999999999999996,0.6470588235294118
tc20_buf3,5,2020,46,0.2839262918544958,0.2781613162116412,0.1956521739130434,0.5
tc20_buf3,5,2021,52,0.31342264559010435,0.30661023482619965,0.19999999999999993,0.6538461538461539
tc20_buf3,5,2022,50,0.10365339125847828,0.09814862245001721,0.19999999999999996,0.56
tc20_buf3,5,2023,50,0.20159064860399334,0.1955973913228899,0.19999999999999996,0.56
tc20_buf3,5,2024,52,-0.1145512209813947,-0.11914383312595023,0.19999999999999993,0.5384615384615384
tc20_buf3,5,2025,51,0.4070097749523025,0.39985193520882656,0.19999999999999996,0.6274509803921569
tc20_buf3,10,2020,46,0.2839262918544958,0.27242165326322776,0.1956521739130434,0.5
tc20_buf3,10,2021,52,0.31342264559010435,0.29983248236779714,0.19999999999999993,0.6538461538461539
tc20_buf3,10,2022,50,0.10365339125847828,0.09267076371514249,0.19999999999999996,0.56
