scenario,cost_bps,year,weeks,annual_return,net_annual_return,avg_turnover,win_rate
tc40_buf1p5,20,2024,52,0.08859303405108543,0.04421918957073068,0.39999999999999986,0.5192307692307693
tc40_buf1p5,20,2025,51,0.8365282705036066,0.7630771289170046,0.3999999999999999,0.7058823529411765
tc40_buf1p5,50,2020,46,0.2841171391292059,0.17348893919121222,0.3913043478260868,0.5217391304347826
tc40_buf1p5,50,2021,52,0.5168756165120261,0.36690432335132583,0.39999999999999986,0.6538461538461539
tc40_buf1p5,50,2022,50,0.24593310833162807,0.127254015208919,0.3999999999999999,0.62
tc40_buf1p5,50,2023,50,0.1474799076271185,0.038178795149200306,0.3999999999999999,0.44
tc40_buf1p5,50,2024,52,0.08859303405108543,-0.01903458107122269,0.39999999999999986,0.5192307692307693
tc40_buf1p5,50,2025,51,0.8365282705036066,0.6582699226947666,0.3999999999999999,0.7058823529411765
tc40_buf1p5,100,2020,46,0.2841171391292059,0.07219770083836985,0.3913043478260868,0.4782608695652174
tc40_buf1p5,100,2021,52,0.5168756165120261,0.2315032667844188,0.39999999999999986,0.6153846153846154
tc40_buf1p5,100,2022,50,0.24593310833162807,0.0196747092370948,0.3999999999999999,0.6
tc40_buf1p5,100,2023,50,0.1474799076271185,-0.060899631496381,0.3999999999999999,0.42
tc40_buf1p5,100,2024,52,0.08859303405108543,-0.11620579628320182,0.39999999999999986,0.4807692307692308
tc40_buf1p5,100,2025,51,0.8365282705036066,0.497007160366826,0.3999999999999999,0.7058823529411765
tc40_buf2,0,2020,46,0.28783965301295233,0.28783965301295233,0.3913043478260868,0.5434782608695652
tc40_buf2,0,2021,52,0.5183543848266448,0.5183543848266448,0.39999999999999986,0.75
tc40_buf2,0,2022,50,0.2539547758959406,0.2539547758959406,0.3999999999999999,0.62
tc40_buf2,0,2023,50,0.16137181633341902,0.16137181633341902,0.3999999999999999,0.5
tc40_buf2,0,2024,52,0.10181358717722788,0.10181358717722788,0.39999999999999986,0.5384615384615384
tc40_buf2,0,2025,51,0.811588515460135,0.811588515460135,0.3999999999999999,0.7254901960784313
tc40_buf2,5,2020,46,0.28783965301295233,0.2762999486970463,0.3913043478260868,0.5217391304347826
tc40_buf2,5,2021,52,0.5183543848266448,0.5026437649523932,0.39999999999999986,0.7115384615384616
tc40_buf2,5,2022,50,0.2539547758959406,0.24147647576209907,0.3999999999999999,0.62
tc40_buf2,5,2023,50,0.16137181633341902,0.1498148237131416,0.3999999999999999,0.5
tc40_buf2,5,2024,52,0.10181358717722788,0.09041297173895435,0.39999999999999986,0.5384615384615384
tc40_buf2,5,2025,51,0.811588515460135,0.7932024025290703,0.3999999999999999,0.7058823529411765
tc40_buf2,10,2020,46,0.28783965301295233,0.26486136839140184,0.3913043478260868,0.5217391304347826
tc40_buf2,10,2021,52,0.5183543848266448,0.4870926106108593,0.39999999999999986,0.7115384615384616
tc40_buf2,10,2022,50,0.2539547758959406,0.22911988991901988,0.3999999999999999,0.62
tc40_buf2,10,2023,50,0.16137181633341902,0.13837055887990224,0.3999999999999999,0.48
tc40_buf2,10,2024,52,0.10181358717722788,0.07912807453641646,0.39999999999999986,0.5384615384615384
tc40_buf2,10,2025,51,0.811588515460135,0.7749992708628188,0.3999999999999999,0.7058823529411765
tc40_buf2,20,2020,46,0.28783965301295233,0.24228412227484708,0.3913043478260868,0.5217391304347826
tc40_buf2,20,2021,52,0.5183543848266448,0.4564623652831865,0.39999999999999986,0.6923076923076923
tc40_buf2,20,2022,50,0.2539547758959406,0.20476721913870066,0.3999999999999999,0.58
tc40_buf2,20,2023,50,0.16137181633341902,0.11581591333736352,0.3999999999999999,0.48
tc40_buf2,20,2024,52,0.10181358717722788,0.05690083903865206,0.39999999999999986,0.5384615384615384
tc40_buf2,20,2025,51,0.811588515460135,0.7391348284231054,0.3999999999999999,0.7058823529411765
tc40_buf2,50,2020,46,0.28783965301295233,0.17689075413118416,0.3913043478260868,0.5217391304347826
tc40_buf2,50,2021,52,0.5183543848266448,0.36823688798647813,0.39999999999999986,0.6346153846153846
tc40_buf2,50,2022,50,0.2539547758959406,0.1345115934128156,0.3999999999999999,0.58
tc40_buf2,50,2023,50,0.16137181633341902,0.05074745534722824,0.3999999999999999,0.44
tc40_buf2,50,2024,52,0.10181358717722788,-0.007121124866571793,0.39999999999999986,0.5192307692307693
tc40_buf2,50,2025,51,0.811588515460135,0.6357508870054205,0.3999999999999999,0.7058823529411765
tc40_buf2,100,2020,46,0.28783965301295233,0.07530588365586555,0.3913043478260868,0.45652173913043476
tc40_buf2,100,2021,52,0.5183543848266448,0.2327038319398247,0.39999999999999986,0.5769230769230769
tc40_buf2,100,2022,50,0.2539547758959406,0.02623966163023672,0.3999999999999999,0.54
tc40_buf2,100,2023,50,0.16137181633341902,-0.04953045936657652,0.3999999999999999,0.42
tc40_buf2,100,2024,52,0.10181358717722788,-0.10547244795436539,0.39999999999999986,0.5
tc40_buf2,100,2025,51,0.811588515460135,0.4766780467465763,0.3999999999999999,0.6862745098039216
tc40_buf3,0,2020,46,0.2802696005182912,0.2802696005182912,0.3913043478260868,0.5434782608695652
tc40_buf3,0,2021,52,0.5078947324447092,0.5078947324447092,0.39999999999999986,0.7115384615384616
tc40_buf3,0,2022,50,0.25948382065493636,0.25948382065493636,0.3999999999999999,0.64
tc40_buf3,0,2023,50,0.1815117179380521,0.1815117179380521,0.3999999999999999,0.46
tc40_buf3,0,2024,52,0.08226826498441597,0.08226826498441597,0.3996153846153845,0.5384615384615384
tc40_buf3,0,2025,51,0.8009985564869104,0.8009985564869104,0.3999999999999999,0.7058823529411765
tc40_buf3,5,2020,46,0.2802696005182912,0.26879772775830935,0.3913043478260868,0.5434782608695652
tc40_buf3,5,2021,52,0.5078947324447092,0.49229234002001476,0.39999999999999986,0.6923076923076923
tc40_buf3,5,2022,50,0.25948382065493636,0.24695050013178044,0.3999999999999999,0.6
tc40_buf3,5,2023,50,0.1815117179380521,0.16975431000637764,0.3999999999999999,0.46
tc40_buf3,5,2024,52,0.08226826498441597,0.07108060050166487,0.3996153846153845,0.5384615384615384
tc40_buf3,5,2025,51,0.8009985564869104,0.7827199228095274,0.3999999999999999,0.7058823529411765
