fold,test_year,final_nav,cumulative_return,annual_return,annual_volatility,sharpe_ratio,max_drawdown,win_rate,scenario,capital,participation_limit,periods,avg_fill_ratio,avg_unfilled_trade_weight,total_unfilled_trade_weight,avg_cash_weight,avg_actual_stock_count,avg_target_overlap_weight,avg_period_cost,total_cost_arithmetic,total_fixed_cost_arithmetic,total_impact_cost_arithmetic,avg_participation,p95_participation,max_participation
1,2023,1.0842819775017898,0.08428197750178978,0.08656408304390784,0.17823081519397718,0.31736421663305764,-0.1318840820349093,0.5,tc50_buf2,100000000,0.1,50,0.9906737007293731,0.009434540811439882,0.4717270405719941,0.006383721085403185,99.92,0.9920908690515791,0.001363464307875912,0.0681732153937956,0.0500726984047936,0.018100516989002002,0.025244578078149706,0.03980312645963763,0.10000000000000002
1,2023,1.0846814620869942,0.08468146208699423,0.08697481210939517,0.17838537060534454,0.31939172991626574,-0.13179885814157333,0.5,tc50_buf2,100000000,0.2,50,0.9922753895526658,0.007808037449159258,0.3904018724579629,0.005804471259949591,99.48,0.993193745645446,0.0013667518956507762,0.06833759478253881,0.05013315068825398,0.018204444094284823,0.025605961947294364,0.04110026896062715,0.1751806966988862
1,2023,1.0415245111165239,0.04152451111652389,0.04262612812254307,0.1659837825450675,0.07606844433199285,-0.11758877641383048,0.42,tc50_buf2,300000000,0.05,50,0.7735158273456215,0.24226259750394163,12.113129875197082,0.10555754076568995,126.24,0.8260899308651843,0.0011826222326708372,0.05913111163354186,0.04090246263257785,0.018228649000964006,0.03509172989381238,0.0439113839117495,0.05000000000000002
1,2023,1.0607719715377633,0.06077197153776326,0.06239930295577123,0.17477342263937531,0.18537888922976256,-0.12981150764564475,0.5,tc50_buf2,300000000,0.1,50,0.9183795388503652,0.08446640566285575,4.223320283142788,0.03479768518574439,110.92,0.9403679545757003,0.0014614747467849396,0.07307373733924698,0.04714132378111497,0.025932413558132007,0.055427261405272744,0.07355473573823047,0.10000000000000003
1,2023,1.068450835708695,0.06845083570869503,0.0702905147385049,0.17793432276857382,0.22643475475447097,-0.13482740899658197,0.5,tc50_buf2,300000000,0.2,50,0.9821296532442579,0.018149482136451123,0.9074741068225561,0.009377168444495413,101.58,0.9862366747095271,0.0016058762850822198,0.08029381425411099,0.049747298253898696,0.03054651600021229,0.07182715199485547,0.10547313669274172,0.20000000000000007
1,2023,1.0240699661438448,0.024069966143844823,0.024703042358499294,0.15315417906003054,-0.034585785866309934,-0.11207639738245612,0.44,tc50_buf2,500000000,0.05,50,0.6334976749369582,0.4036299074180008,20.18149537090004,0.19350394453517938,138.68,0.70143307402341,0.001015991671609838,0.0507995835804919,0.03446169561590654,0.01633788796458536,0.03890976584617089,0.04662488502005772,0.05000000000000001
1,2023,1.0424632172664234,0.042463217266423436,0.04359025476118905,0.16899570345122844,0.08041775313602072,-0.12217272451191186,0.42,tc50_buf2,500000000,0.1,50,0.8178508048704124,0.19293836092145877,9.646918046072939,0.08204473253981709,121.46,0.8625084532693625,0.001382130589132271,0.06910652945661355,0.04284580666406418,0.026260722792549384,0.06688999927134488,0.08549627516422326,0.10000000000000002
1,2023,1.0553728043605228,0.05537280436052283,0.05685171781280807,0.17608667399541214,0.15249148162970969,-0.1334119084471157,0.5,tc50_buf2,500000000,0.2,50,0.9441878218391091,0.05735405372680143,2.8677026863400714,0.024147663894803655,107.44,0.9592491411891979,0.0016777960204319995,0.08388980102159997,0.04821104033844588,0.035678760683154086,0.10142999786220655,0.13928753626354523,0.20000000000000004
1,2023,1.0778684749652199,0.07786847496521987,0.07997059588761113,0.1808536306847182,0.27630407915185723,-0.13409406258679413,0.48,tc50_buf3,100000000,0.05,50,0.9629194071816221,0.038024370886158995,1.9012185443079497,0.015868838041004314,104.62,0.9730533955364186,0.0013209187550987684,0.06604593775493842,0.04913448578239129,0.016911451972547117,0.02220201279408986,0.03147854380817149,0.05000000000000002
1,2023,1.0818274642248045,0.08182746422480447,0.08404056777807667,0.18147323074486243,0.29778809555693425,-0.13453914542863288,0.48,tc50_buf3,100000000,0.1,50,0.9904112151957534,0.009698230433304708,0.48491152166523543,0.00641262624790154,99.96,0.9919445716593972,0.0013640338433506328,0.06820169216753164,0.050050939451130115,0.018150752716401517,0.025413885254208936,0.03803837471480842,0.10000000000000002
1,2023,1.0820803862868578,0.08208038628685776,0.08430059318932615,0.1815247382562546,0.2991360500554539,-0.1345135134240345,0.48,tc50_buf3,100000000,0.2,50,0.9922736996638468,0.007806000295942219,0.39030001479711096,0.005804738165846312,99.48,0.9931946307691064,0.0013670784604951744,0.06835392302475872,0.05010418363392725,0.018249739390831483,0.02577388976666639,0.03931816384849902,0.17518069669888617
1,2023,1.0497685170878228,0.04976851708782282,0.05109415399732842,0.17007163899349528,0.12403099142318023,-0.121132559274995,0.46,tc50_buf3,300000000,0.05,50,0.7694749863891321,0.2511811281563326,12.559056407816628,0.10341654502109965,127.9,0.8227011634112844,0.0011987875268848849,0.05993937634424425,0.041415901616775164,0.018523474727469087,0.035219161824158525,0.04376128812004089,0.05000000000000002
1,2023,1.0603826742573652,0.06038267425736521,0.06199927967568852,0.17881394372634332,0.1789529329136669,-0.13424789998982833,0.48,tc50_buf3,300000000,0.1,50,0.9137520598013472,0.09013567174769899,4.506783587384949,0.034766134958030694,111.62,0.9375490966471355,0.0014680283657940638,0.07340141828970319,0.0472999267368593,0.026101491552843876,0.05565942993543886,0.07410924166661206,0.10000000000000003
1,2023,1.0660936776068313,0.06609367760683127,0.06786801568215783,0.18129698593754953,0.20887283639233828,-0.1375715853996342,0.48,tc50_buf3,300000000,0.2,50,0.9808519319260324,0.019461294823091054,0.9730647411545528,0.009603841206209659,101.82,0.98546743198535,0.0016070136231803333,0.08035068115901667,0.04972754634401613,0.030623134815000546,0.07223055585837564,0.105010830603493,0.20000000000000007
1,2023,1.0357053857943757,0.035705385794375655,0.0366499234313713,0.15498819650500673,0.04290599917495319,-0.10667187294213643,0.46,tc50_buf3,500000000,0.05,50,0.630502297910125,0.41496352479216886,20.748176239608444,0.19648334098605344,140.62,0.694276567110889,0.0010302246115036088,0.05151123057518044,0.034917641316021736,0.016593589259158704,0.038994066226291445,0.04663022862170111,0.05000000000000001
1,2023,1.0485562033956037,0.048556203395603736,0.04984878859827524,0.17339682147341695,0.11447031398622386,-0.12628840379190276,0.46,tc50_buf3,500000000,0.1,50,0.8132098892630679,0.2009128684576114,10.04564342288057,0.08086970724988297,123.06,0.8591087121462532,0.0013962322953473927,0.06981161476736963,0.0432442932812788,0.02656732148609083,0.06701813041028976,0.08544274253095081,0.10000000000000002
1,2023,1.0544943634353554,0.05449436343535541,0.05594919903079787,0.1799146143359531,0.14423063477402198,-0.13718808416652817,0.48,tc50_buf3,500000000,0.2,50,0.9401884743173458,0.06194470384358256,3.097235192179128,0.024482541475233894,107.82,0.9567863773405922,0.0016826936970611155,0.08413468485305578,0.0482994884457318,0.03583519640732397,0.10176038767010426,0.14017718702807866,0.20000000000000004
1,2023,1.059857032711429,0.05985703271142895,0.06145916159930365,0.18245299772654477,0.17242337473925048,-0.13387507676971344,0.48,tc50_buf4,100000000,0.05,50,0.9599345985333837,0.04118661144858269,2.0593305724291344,0.016375945577314744,105.04,0.9712187214870518,0.0013196429894772469,0.06598214947386234,0.049081607241089474,0.01690054223277287,0.022228299038307628,0.03122278458406226,0.05000000000000002
1,2023,1.0616221860506116,0.06162218605061165,0.06327295601642557,0.18284771482029108,0.18197086055533898,-0.1341752904286191,0.48,tc50_buf4,100000000,0.1,50,0.9893287924765779,0.010793683456586847,0.5396841728293423,0.006672735221111488,100.1,0.9912667906611514,0.0013644075143466102,0.06822037571733051,0.050034180373637785,0.01818619534369273,0.025575426408942524,0.03732237993452812,0.10000000000000002
1,2023,1.0618268400289586,0.06182684002895855,0.06348325457097537,0.1829942506386006,0.18297435276861343,-0.13422814873878086,0.48,tc50_buf4,100000000,0.2,50,0.9918653552427554,0.008212478565366792,0.4106239282683396,0.0058050986144122674,99.52,0.9929912114101112,0.001368376881702997,0.06841884408514985,0.05010965255894795,0.018309191526201918,0.02600939516004165,0.03851763265904868,0.19999999999999998
1,2023,1.04010178252008,0.04010178252008001,0.04116491458952076,0.17231892677275057,0.06479215486436231,-0.1197531433771235,0.46,tc50_buf4,300000000,0.05,50,0.7651353437183931,0.2581931948010002,12.90965974005001,0.10380655844711137,128.88,0.8190001233759446,0.001203489313351487,0.060174465667574346,0.041580282860987396,0.018594182806586954,0.03516691920466833,0.04425317845435829,0.05000000000000002
1,2023,1.043353130251915,0.043353130251915006,0.04450428772951587,0.18062665353096546,0.08029981979945915,-0.13397446218350484,0.48,tc50_buf4,300000000,0.1,50,0.9088812356150975,0.09554145853191555,4.777072926595777,0.03554755334918765,111.84,0.9344554940594486,0.0014665487792134477,0.07332743896067238,0.0472617948068036,0.026065644153868795,0.055577049797125404,0.07359026650186615,0.10000000000000003
1,2023,1.0469177285601083,0.04691772856010834,0.0481657029421807,0.18261913286474923,0.09947316394079322,-0.13713026786510185,0.48,tc50_buf4,300000000,0.2,50,0.9788461963128817,0.021538242856544886,1.0769121428272443,0.010165306138198995,102.02,0.9841482255026286,0.0016065103331101807,0.08032551665550904,0.04968593866511622,0.03063957799039281,0.0724988957582114,0.10339300884189977,0.20000000000000007
1,2023,1.0324016547674728,0.03240165476747281,0.03325740061386484,0.15721499805278796,0.02071940116534624,-0.10495329329352321,0.46,tc50_buf4,500000000,0.05,50,0.6302515870084268,0.4190487297075377,20.952436485376886,0.1969685408487145,141.82,0.6919913647218743,0.001039520516145373,0.05197602580726864,0.03522547868047221,0.016750547126796432,0.039003043503455646,0.04660799044854079,0.05000000000000001
1,2023,1.0339095012947024,0.03390950129470238,0.034805737413402316,0.17521001332223451,0.027428440431449125,-0.12519738928231394,0.44,tc50_buf4,500000000,0.1,50,0.8079676481732244,0.20804728641021547,10.402364320510774,0.08127872770576992,123.74,0.8553369929420076,0.0013992091623638166,0.06996045811819084,0.04333883660514115,0.026621621513049698,0.06691944685431317,0.08514163101524552,0.10000000000000002
1,2023,1.0373669966761707,0.037366996676170716,0.038356298459136795,0.18162507718356727,0.04600850603185782,-0.13702100755882474,0.48,tc50_buf4,500000000,0.2,50,0.9360828702035391,0.06638001482843477,3.319000741421738,0.025327817486048704,108.22,0.9541460838427587,0.0016802619705815025,0.08401309852907513,0.04823429685647676,0.03577880167259835,0.10170817940391999,0.1389861995877032,0.20000000000000004
1,2023,1.0524519993785264,0.052451999378526404,0.05385092979585626,0.17878353667818248,0.1334067456042605,-0.1238873249550414,0.46,walk_forward_selected,100000000,0.05,50,0.9636788956671495,0.02350163188880999,1.1750815944404995,0.009914095648394749,102.82,0.9833533853448633,0.0008163576360497329,0.04081788180248665,0.03047904192930079,0.010338839873185854,0.021775717947238205,0.031816163460231306,0.05000000000000002
1,2023,1.0567997645004994,0.056799764500499395,0.05831783219047293,0.17949632970362153,0.15776273663773743,-0.12271100686946823,0.46,walk_forward_selected,100000000,0.1,50,0.989928113620531,0.006398092578376873,0.31990462891884364,0.0033906316079091135,100.04,0.9951669188573272,0.000839618551741897,0.04198092758709485,0.03096445906468547,0.011016468522409381,0.024602616040107828,0.03738396900157718,0.10000000000000002
1,2023,1.0568797812180546,0.05687978121805459,0.05840004600362403,0.17956006784379253,0.1581645983133094,-0.12294110349739729,0.46,walk_forward_selected,100000000,0.2,50,0.9911552865562483,0.00562562170070775,0.2812810850353875,0.002988048251541926,99.82,0.9957544574562266,0.0008409913765338297,0.04204956882669149,0.030988955043908136,0.011060613782783349,0.024856341218058412,0.0376303822029583,0.1751806966988862
1,2023,1.0179452150140953,0.017945215014095295,0.01841575575856602,0.1732297156343736,-0.06687215411635382,-0.13431130235098965,0.46,walk_forward_selected,300000000,0.05,50,0.746335834638258,0.18507365384146923,9.253682692073461,0.0663757607647609,119.5,0.8742973160577122,0.0007601889300120227,0.03800944650060113,0.026368199637528757,0.011641246863072368,0.034566323928465814,0.04302208562150674,0.05000000000000002
1,2023,1.0381108899089626,0.03811088990896261,0.039120255352830036,0.17766106751911437,0.05133513763137103,-0.1298692205885067,0.46,walk_forward_selected,300000000,0.1,50,0.911239857762283,0.05901822755954404,2.950911377977202,0.021377067131184275,107.3,0.959862905835277,0.000911171972398348,0.0455585986199174,0.02950439108236315,0.01605420753755426,0.054646992940792775,0.07521052666003789,0.10000000000000003
1,2023,1.047939515303662,0.04793951530366192,0.04921530188917278,0.17921480710008397,0.10721938772861463,-0.12731688597268453,0.46,walk_forward_selected,300000000,0.2,50,0.9816237666603292,0.011759279139539716,0.5879639569769858,0.005631817399479076,100.8,0.9913657263848757,0.0009889853717525807,0.04944926858762903,0.030798871003940336,0.018650397583688697,0.07039133986909284,0.10474427104216481,0.20000000000000007
1,2023,1.0063554918730138,0.006355491873013763,0.006521164833312776,0.16775200999661602,-0.13996157284291766,-0.13216264521331622,0.48,walk_forward_selected,500000000,0.05,50,0.5934034566492309,0.3287373445666042,16.43686722833021,0.1179820795993514,131.28,0.7766621282270358,0.0006854996562819079,0.0342749828140954,0.023281262707501534,0.010993720106593864,0.038616601944886815,0.04607381707912273,0.05000000000000001
1,2023,1.0204456365122443,0.020445636512244292,0.020982413752922424,0.1747345413146565,-0.05160734780445606,-0.13493596869102853,0.46,walk_forward_selected,500000000,0.1,50,0.7968477718691532,0.1438301978641904,7.1915098932095205,0.05151750536213136,115.22,0.9023481680843924,0.0008785192207178158,0.04392596103589079,0.027354193308666702,0.01657176772722409,0.0656970203830997,0.08247886474097224,0.10000000000000002
1,2023,1.0363899178527547,0.036389917852754694,0.03735288831784511,0.17821505427121848,0.041258514034706865,-0.13212720459671567,0.46,walk_forward_selected,500000000,0.2,50,0.9396168856177092,0.03955620879453101,1.9778104397265508,0.014882563869940328,104.92,0.9728416888561199,0.0010400129329574451,0.05200064664787225,0.030035137587440298,0.02196550906043196,0.09987564674253357,0.1424307683222784,0.20000000000000004
2,2024,1.06477753124354,0.06477753124353991,0.06519185794360705,0.4629857685942394,0.07601066886021109,-0.20894944784515346,0.5384615384615384,baseline,100000000,0.05,52,0.9344245745301147,0.10307947846976583,5.360132880427823,0.04465727544142602,104.88461538461539,0.9261772251805115,0.0019211368147798444,0.09989911436855191,0.07669055111721276,0.023208563251339128,0.018326398551424802,0.035484110884008366,0.05000000000000001
2,2024,1.0672090954738591,0.06720909547385912,0.06763946319850866,0.4688106239723571,0.08028713786300208,-0.21229262730846743,0.5384615384615384,baseline,100000000,0.1,52,0.952725940922946,0.07474021145698367,3.8864909957631513,0.03104161728068526,99.84615384615384,0.9471547261560472,0.001987625801870921,0.1033565416972879,0.07831910531531001,0.025037436381977883,0.021082695832933408,0.04772474264056256,0.10000000000000002
2,2024,1.0669339202734034,0.06693392027340339,0.06736247093175352,0.4683127182974665,0.07978102979475636,-0.21173051766788376,0.5384615384615384,baseline,100000000,0.2,52,0.9560077625235628,0.0695728187493566,3.6177865749665434,0.029187260056005804,98.78846153846153,0.9506656011222001,0.002000746256504447,0.10403880533823123,0.07857165232439224,0.025467153013839002,0.022109485894258537,0.052550358866737715,0.20000000000000004
2,2024,0.9783128491772696,-0.021687150822730428,-0.021820097981882447,0.41586051117771294,-0.1246093259375083,-0.20794063466242219,0.5384615384615384,baseline,300000000,0.05,52,0.814109206158933,0.2716481169570436,14.125702081766267,0.14840983319946616,125.07692307692308,0.7899710249217455,0.0017859548241408163,0.09286965085532245,0.06573768137152525,0.027131969483797203,0.03160547394611954,0.0444877612952803,0.05000000000000002
2,2024,1.0294134124613856,0.029413412461385624,0.029598398958663896,0.44857945983990466,-0.0008952729165963855,-0.21486193168807066,0.5384615384615384,baseline,300000000,0.1,52,0.904927146483728,0.14644258439320312,7.615014388446562,0.06844971993624195,111.01923076923077,0.8925993689052916,0.00212006718132519,0.11024349342890988,0.07401605280008938,0.0362274406288205,0.046762976937204645,0.07969331534860534,0.10000000000000003
2,2024,1.0502361287475432,0.05023612874754324,0.05055525169556829,0.46799090143186184,0.04392233189294403,-0.21860566242666302,0.5384615384615384,baseline,300000000,0.2,52,0.945579813543771,0.08605041308043766,4.474621480182758,0.03627892089235396,102.11538461538461,0.9388809816307787,0.00230161401320162,0.11968392868648424,0.07769018887429519,0.041993739812189054,0.05928653539674355,0.1238575255542697,0.20000000000000007
2,2024,0.9546612684852855,-0.04533873151471446,-0.04561324804732425,0.38624075647723755,-0.1957671394830659,-0.20129632145962684,0.5384615384615384,baseline,500000000,0.05,52,0.7170327731045093,0.39907336702780605,20.751815085445916,0.24700071221376857,136.05769230769232,0.6769629603792129,0.0015798654607223686,0.08215300395756317,0.05656681811381448,0.02558618584374871,0.03659661958063406,0.04535646653286103,0.05000000000000001
2,2024,0.9826414031678804,-0.0173585968321196,-0.01746524635611668,0.425064145901079,-0.11166607867030687,-0.21517180177358453,0.5192307692307693,baseline,500000000,0.1,52,0.8430062913629547,0.2325529284893211,12.092752281444698,0.12197640100596269,121.15384615384616,0.8227657397456049,0.002051286078680267,0.10666687609137389,0.0683534649280233,0.0383134111633506,0.05913112747507972,0.08728649882416217,0.10000000000000002
2,2024,1.0286699764784772,0.028669976478477244,0.028850222152281946,0.4559850946484104,-0.00252152507003457,-0.21984725314476172,0.5384615384615384,baseline,500000000,0.2,52,0.9206490422788879,0.12365744245172178,6.430187007489533,0.05527648510428839,108.13461538461539,0.9105785567634267,0.002400041545226228,0.12480216035176386,0.07544154357591125,0.049360616775852635,0.08460142977558387,0.15440761351431573,0.20000000000000004
2,2024,1.054147821047777,0.054147821047777045,0.05449243138081039,0.47428952651327466,0.05164025349846068,-0.20663364782453886,0.5,tc50_buf2,100000000,0.05,52,0.9238182814258129,0.07766518311666999,4.0385895220668395,0.02555814411945354,104.17307692307692,0.9484619452198328,0.0012246947770371752,0.06368412840593311,0.048831935809283994,0.014852192596649116,0.01824254639078332,0.03429963698845424,0.05000000000000002
2,2024,1.0512740333070623,0.05127403330706226,0.05159991007702569,0.47431698408420414,0.04553897667976216,-0.2065585948295321,0.5,tc50_buf2,100000000,0.1,52,0.9441001450535241,0.05578078009305319,2.900600564838766,0.019534132538400154,100.36538461538461,0.9624161517311255,0.001262404779514005,0.06564504853472826,0.04968832410016398,0.01595672443456428,0.0210762559797031,0.04710531440794646,0.10000000000000002
2,2024,1.051341982737083,0.0513419827370829,0.05166830188860394,0.4738124253088628,0.04573181438726324,-0.20655068822151557,0.5,tc50_buf2,100000000,0.2,52,0.9486196548327376,0.0510258772788215,2.653345618498718,0.018463873876254335,99.5576923076923,0.9653287278550367,0.0012711245343635992,0.06609847578690715,0.04985246198143498,0.01624601380547219,0.022144597467366488,0.053353192941768025,0.20000000000000004
2,2024,1.0248426854727894,0.02484268547278945,0.024998577953954104,0.4534516027533943,-0.01102967111743979,-0.20858232560493306,0.5,tc50_buf2,300000000,0.05,52,0.7925335596142001,0.2256178403472955,11.732127698059367,0.08308655047277466,121.51923076923077,0.8456757057677963,0.0011712784952752453,0.06090648175431275,0.043048474827051805,0.017858006927260944,0.03161723018305396,0.044716524574381196,0.05000000000000002
2,2024,1.0399495484181345,0.03994954841813447,0.040202081838707215,0.472504562558211,0.02159149910314433,-0.2081494243254043,0.5,tc50_buf2,300000000,0.1,52,0.8926109258561052,0.11203950814305726,5.826054423438977,0.03789092742211446,109.15384615384616,0.9251084484215613,0.0013617544237104573,0.07081123003294378,0.04743926189821967,0.023371968134724103,0.04666244718132774,0.07896356093578971,0.10000000000000003
2,2024,1.040622308926537,0.040622308926536954,0.04087917808812702,0.4741322773510197,0.022945449208623944,-0.20934415773438653,0.5,tc50_buf2,300000000,0.2,52,0.9355595423574703,0.06493846279645984,3.3768000654159116,0.021789619350299973,102.09615384615384,0.9567095817423771,0.0014639155592096084,0.07612360907889963,0.049347980053450376,0.026775629025449266,0.05898823870401967,0.119974368860138,0.20000000000000007
2,2024,1.0134781110628044,0.013478111062804388,0.013562217044994496,0.429643150599504,-0.03825915281570063,-0.21743038880660726,0.5192307692307693,tc50_buf2,500000000,0.05,52,0.6859021170494972,0.3501207131107578,18.206277081759406,0.14283739623415512,133.6346153846154,0.7535545905664077,0.00106653924520923,0.05546004075087995,0.03814924400752582,0.017310796743354128,0.03666476414157964,0.04569823482325065,0.05000000000000001
2,2024,1.0247632990006272,0.024763299000627237,0.0249186872854521,0.4608364157531153,-0.011026282951714731,-0.20905036063957594,0.5,tc50_buf2,500000000,0.1,52,0.8241734423796324,0.1891847829313842,9.837608712431978,0.0676651337002241,117.4423076923077,0.871633816568305,0.0013356925946562436,0.06945601492212466,0.04442178632291008,0.025034228599214593,0.0590390164460448,0.0876619951006139,0.10000000000000002
2,2024,1.0346247081266244,0.03462470812662444,0.03484302046750476,0.4734303301240168,0.010229637096204025,-0.21162146533329584,0.5,tc50_buf2,500000000,0.2,52,0.9086526603317746,0.09431035486664306,4.904138453065439,0.03118689601544583,106.71153846153847,0.9373249839298359,0.0015349519622046607,0.07981750203464236,0.048156003514957794,0.03166149851968457,0.0841178610732812,0.14918670906703654,0.20000000000000004
2,2024,1.0359275794416003,0.0359275794416003,0.03615424916437915,0.47097887927598103,0.013066932372508628,-0.21402177848028703,0.5,tc50_buf3,100000000,0.05,52,0.9226653862251226,0.079757139541872,4.147371256177344,0.026461903895071883,104.15384615384616,0.9469512510197018,0.0012289766924312138,0.06390678800642312,0.04900873430167739,0.014898053704745728,0.018249733316118417,0.034350060249894995,0.05000000000000002
2,2024,1.0339092491788284,0.03390924917882843,0.034122976498217605,0.47085967984043703,0.008756274267558402,-0.21551773005298014,0.5,tc50_buf3,100000000,0.1,52,0.9439664693099176,0.056659050644544115,2.946270633516294,0.020646470646944155,100.28846153846153,0.9614080604405969,0.001265916956586871,0.0658276817425173,0.0498353860900867,0.015992295652430592,0.021154012031471322,0.047217267505860146,0.10000000000000002
2,2024,1.0337296611124718,0.033729661112471776,0.0339422380258545,0.47033743788552745,0.008381722797949962,-0.215081825617205,0.5,tc50_buf3,100000000,0.2,52,0.9484542410266658,0.051949259896959525,2.7013615146418952,0.01947297239806321,99.42307692307692,0.9643497016587224,0.0012744218138353376,0.06626993431943756,0.049994447520328104,0.016275486799109437,0.022207484737840066,0.05331548156991104,0.20000000000000004
2,2024,1.00729375413954,0.007293754139539921,0.007339128854437105,0.4516892939131067,-0.05016915709744995,-0.2077468461594315,0.5,tc50_buf3,300000000,0.05,52,0.7899197592189509,0.23285847425375308,12.10864066119516,0.08389135366295317,122.23076923076923,0.8416401409542513,0.0011825445974332027,0.061492319066526545,0.04346002149399304,0.018032297572533502,0.031558493650242186,0.044360713356644134,0.05000000000000002
2,2024,1.0208247844952505,0.020824784495250492,0.0209552068587604,0.46849565539695454,-0.019306034190596667,-0.21817806919876626,0.5,tc50_buf3,300000000,0.1,52,0.8907334556072466,0.11566071112962314,6.014356978740404,0.03800098344098043,109.34615384615384,0.9232298415888891,0.0013693930989332726,0.07120844114453018,0.04769636765595375,0.023512073488576424,0.04666203257624747,0.07810140598495648,0.10000000000000003
2,2024,1.0234374104837676,0.023437410483767573,0.02358438350894909,0.47083240555375416,-0.013626114972917783,-0.2192824892030556,0.5,tc50_buf3,300000000,0.2,52,0.9350258690414461,0.0662403141975553,3.4444963382728755,0.022762962739617407,102.01923076923077,0.9555591839490801,0.001467718423096355,0.07632135800101046,0.049496474771348845,0.026824883229661617,0.05903946065482672,0.11995521922304449,0.20000000000000007
