date,signal_date,next_date,return,num_stocks,turnover,pre_candidate_pool_size,selected_codes
2020-02-17,2020-02-14,2020-02-24,0.09956906113114801,100,0.0,1000,"['300783.SZ', '002194.SZ', '300037.SZ', '300788.SZ', '002913.SZ', '002815.SZ', '000025.SZ', '603103.SH', '300777.SZ', '002115.SZ', '300166.SZ', '300766.SZ', '002792.SZ', '300394.SZ', '300775.SZ', '603180.SH', '002023.SZ', '300590.SZ', '603711.SH', '603596.SH', '002937.SZ', '300699.SZ', '000516.SZ', '603881.SH', '002369.SZ', '603421.SH', '000931.SZ', '300674.SZ', '002859.SZ', '002851.SZ', '000710.SZ', '300691.SZ', '002579.SZ', '300188.SZ', '002618.SZ', '002549.SZ', '300568.SZ', '002474.SZ', '300634.SZ', '300627.SZ', '300725.SZ', '300429.SZ', '002421.SZ', '300319.SZ', '603712.SH', '300630.SZ', '300676.SZ', '002063.SZ', '002891.SZ', '300298.SZ', '603185.SH', '603218.SH', '300735.SZ', '002951.SZ', '300776.SZ', '002389.SZ', '002847.SZ', '300609.SZ', '300765.SZ', '300357.SZ', '603279.SH', '002901.SZ', '603078.SH', '002106.SZ', '603603.SH', '300773.SZ', '002920.SZ', '000049.SZ', '300457.SZ', '300602.SZ', '601330.SH', '300009.SZ', '300497.SZ', '603915.SH', '603936.SH', '603138.SH', '300232.SZ', '600478.SH', '000550.SZ', '603327.SH', '002276.SZ', '300570.SZ', '601615.SH', '002288.SZ', '300623.SZ', '300726.SZ', '300229.SZ', '300684.SZ', '002151.SZ', '603687.SH', '603127.SH', '603305.SH', '300053.SZ', '000823.SZ', '002925.SZ', '600360.SH', '300657.SZ', '000813.SZ', '300666.SZ', '002124.SZ']"
2020-02-24,2020-02-21,2020-03-02,-0.04809806912899708,100,0.55,1000,"['002313.SZ', '300673.SZ', '002792.SZ', '000516.SZ', '300520.SZ', '002474.SZ', '300188.SZ', '300766.SZ', '000025.SZ', '603185.SH', '603179.SH', '300568.SZ', '300170.SZ', '603826.SH', '300037.SZ', '002151.SZ', '603687.SH', '300633.SZ', '603881.SH', '300788.SZ', '300365.SZ', '002913.SZ', '002063.SZ', '002929.SZ', '002891.SZ', '300777.SZ', '603033.SH', '603676.SH', '603636.SH', '603180.SH', '300775.SZ', '002614.SZ', '002389.SZ', '601330.SH', '600876.SH', '300770.SZ', '002618.SZ', '300053.SZ', '300073.SZ', '300047.SZ', '300609.SZ', '603680.SH', '300751.SZ', '300261.SZ', '603595.SH', '603876.SH', '300525.SZ', '600478.SH', '000561.SZ', '300740.SZ', '002276.SZ', '300687.SZ', '603421.SH', '601858.SH', '002906.SZ', '603279.SH', '603133.SH', '000931.SZ', '002579.SZ', '002562.SZ', '300783.SZ', '002632.SZ', '300657.SZ', '600184.SH', '000697.SZ', '603103.SH', '002859.SZ', '000802.SZ', '300101.SZ', '002364.SZ', '603915.SH', '600291.SH', '002741.SZ', '300456.SZ', '002876.SZ', '300031.SZ', '603711.SH', '000547.SZ', '002935.SZ', '000735.SZ', '300604.SZ', '300098.SZ', '002194.SZ', '300149.SZ', '300674.SZ', '000710.SZ', '300394.SZ', '002782.SZ', '002847.SZ', '603060.SH', '002421.SZ', '600199.SH', '603612.SH', '600151.SH', '603315.SH', '300367.SZ', '300691.SZ', '300666.SZ', '603078.SH', '603121.SH']"
2020-03-02,2020-02-28,2020-03-09,0.006243156704689735,100,0.64,1000,"['002313.SZ', '002840.SZ', '603612.SH', '603185.SH', '603876.SH', '603680.SH', '002567.SZ', '000516.SZ', '600713.SH', '603033.SH', '600133.SH', '000950.SZ', '600480.SH', '002632.SZ', '600686.SH', '000599.SZ', '600973.SH', '002061.SZ', '600291.SH', '603225.SH', '603315.SH', '603105.SH', '300094.SZ', '603618.SH', '300673.SZ', '600502.SH', '600335.SH', '002891.SZ', '603179.SH', '600981.SH', '300568.SZ', '300424.SZ', '300740.SZ', '300674.SZ', '002034.SZ', '002015.SZ', '300388.SZ', '603636.SH', '600876.SH', '002707.SZ', '002300.SZ', '300266.SZ', '002386.SZ', '600207.SH', '300422.SZ', '600581.SH', '002562.SZ', '000025.SZ', '300633.SZ', '603421.SH', '300657.SZ', '000796.SZ', '601929.SH', '601858.SH', '600691.SH', '600569.SH', '601789.SH', '300199.SZ', '300261.SZ', '601615.SH', '300178.SZ', '002845.SZ', '600230.SH', '603881.SH', '000665.SZ', '603030.SH', '300143.SZ', '603603.SH', '002060.SZ', '002370.SZ', '603180.SH', '600771.SH', '600936.SH', '603043.SH', '000544.SZ', '600620.SH', '000550.SZ', '603660.SH', '600184.SH', '600151.SH', '601015.SH', '300368.SZ', '600593.SH', '300198.SZ', '300068.SZ', '000019.SZ', '300609.SZ', '300725.SZ', '002106.SZ', '600888.SH', '002592.SZ', '002618.SZ', '000521.SZ', '300525.SZ', '002741.SZ', '300258.SZ', '300630.SZ', '603060.SH', '002389.SZ', '002876.SZ']"
2020-03-09,2020-03-06,2020-03-16,-0.05903112560086392,100,0.7,1000,"['002300.SZ', '300067.SZ', '600345.SH', '300673.SZ', '603618.SH', '002840.SZ', '002331.SZ', '300662.SZ', '300414.SZ', '300765.SZ', '002313.SZ', '300766.SZ', '002852.SZ', '002562.SZ', '603063.SH', '603333.SH', '603359.SH', '000025.SZ', '600480.SH', '000796.SZ', '603033.SH', '300388.SZ', '000893.SZ', '300506.SZ', '300065.SZ', '002782.SZ', '603680.SH', '002951.SZ', '600268.SH', '603060.SH', '603421.SH', '002567.SZ', '300423.SZ', '603997.SH', '002346.SZ', '300783.SZ', '002549.SZ', '300725.SZ', '000682.SZ', '300365.SZ', '603297.SH', '603848.SH', '600855.SH', '600468.SH', '300575.SZ', '002090.SZ', '603528.SH', '600207.SH', '002322.SZ', '600199.SH', '600888.SH', '603896.SH', '300609.SZ', '300776.SZ', '603686.SH', '000576.SZ', '603458.SH', '002661.SZ', '300531.SZ', '600133.SH', '600291.SH', '002749.SZ', '002488.SZ', '002632.SZ', '600300.SH', '000048.SZ', '300174.SZ', '600537.SH', '300255.SZ', '002548.SZ', '300755.SZ', '603181.SH', '600151.SH', '603636.SH', '002124.SZ', '002412.SZ', '603218.SH', '002851.SZ', '300332.SZ', '600550.SH', '603960.SH', '300094.SZ', '600108.SH', '600825.SH', '603357.SH', '002937.SZ', '600088.SH', '300140.SZ', '300630.SZ', '603180.SH', '603606.SH', '300376.SZ', '000561.SZ', '002592.SZ', '300011.SZ', '603823.SH', '002679.SZ', '300178.SZ', '002189.SZ', '002891.SZ']"
2020-03-16,2020-03-13,2020-03-23,-0.03911791584224945,100,0.72,1000,"['600818.SH', '300011.SZ', '000615.SZ', '002046.SZ', '600199.SH', '600855.SH', '603063.SH', '600283.SH', '600601.SH', '300199.SZ', '600467.SH', '600151.SH', '000561.SZ', '300332.SZ', '300189.SZ', '600227.SH', '000687.SZ', '300673.SZ', '300094.SZ', '600800.SH', '002141.SZ', '000545.SZ', '600990.SH', '002646.SZ', '002331.SZ', '600207.SH', '002346.SZ', '600936.SH', '600888.SH', '300176.SZ', '000697.SZ', '002068.SZ', '600880.SH', '000599.SZ', '300219.SZ', '600468.SH', '002284.SZ', '002679.SZ', '002121.SZ', '601929.SH', '600268.SH', '002476.SZ', '603603.SH', '000762.SZ', '300364.SZ', '002590.SZ', '603777.SH', '300149.SZ', '002378.SZ', '000893.SZ', '000045.SZ', '600537.SH', '002703.SZ', '603333.SH', '002592.SZ', '300583.SZ', '300178.SZ', '600844.SH', '600184.SH', '600478.SH', '300002.SZ', '002621.SZ', '000068.SZ', '002361.SZ', '000996.SZ', '600255.SH', '002167.SZ', '002708.SZ', '002313.SZ', '600416.SH', '601890.SH', '300027.SZ', '603869.SH', '002447.SZ', '000150.SZ', '300278.SZ', '000711.SZ', '000516.SZ', '600734.SH', '002630.SZ', '300323.SZ', '600562.SH', '603896.SH', '600825.SH', '600525.SH', '600291.SH', '600198.SH', '002472.SZ', '300355.SZ', '601126.SH', '002618.SZ', '300185.SZ', '002548.SZ', '600300.SH', '300171.SZ', '002562.SZ', '300449.SZ', '600691.SH', '600343.SH', '600975.SH']"
2020-03-23,2020-03-20,2020-03-30,0.009815848707457456,100,0.72,1000,"['300332.SZ', '300067.SZ', '600620.SH', '002567.SZ', '300673.SZ', '600818.SH', '600387.SH', '300198.SZ', '300143.SZ', '002443.SZ', '603896.SH', '002548.SZ', '002644.SZ', '601890.SH', '002750.SZ', '002679.SZ', '300174.SZ', '002331.SZ', '002708.SZ', '002094.SZ', '002852.SZ', '300440.SZ', '300740.SZ', '300414.SZ', '600345.SH', '002476.SZ', '300424.SZ', '002412.SZ', '300261.SZ', '002951.SZ', '002840.SZ', '000561.SZ', '000576.SZ', '002232.SZ', '300255.SZ', '600975.SH', '600613.SH', '600351.SH', '300094.SZ', '603871.SH', '300678.SZ', '002167.SZ', '603359.SH', '300262.SZ', '002313.SZ', '300575.SZ', '603956.SH', '600738.SH', '000913.SZ', '600800.SH', '300449.SZ', '603777.SH', '000687.SZ', '002650.SZ', '603676.SH', '300107.SZ', '603315.SH', '603297.SH', '300138.SZ', '002732.SZ', '300345.SZ', '002447.SZ', '300766.SZ', '002474.SZ', '603303.SH', '300176.SZ', '300128.SZ', '000836.SZ', '300583.SZ', '603058.SH', '000096.SZ', '002781.SZ', '603033.SH', '002124.SZ', '300189.SZ', '300625.SZ', '002550.SZ', '603105.SH', '002621.SZ', '002933.SZ', '600981.SH', '600268.SH', '603458.SH', '603306.SH', '300213.SZ', '600293.SH', '600117.SH', '002060.SZ', '600876.SH', '300542.SZ', '002630.SZ', '600581.SH', '002539.SZ', '002370.SZ', '600593.SH', '002703.SZ', '600468.SH', '603980.SH', '000859.SZ', '600626.SH']"
2020-03-30,2020-03-27,2020-04-07,0.04223075891325494,100,0.75,1000,"['002634.SZ', '603333.SH', '002749.SZ', '300642.SZ', '002732.SZ', '002300.SZ', '000788.SZ', '300151.SZ', '002900.SZ', '603214.SH', '000529.SZ', '002644.SZ', '002840.SZ', '603060.SH', '002412.SZ', '601020.SH', '300630.SZ', '603108.SH', '300067.SZ', '300291.SZ', '600593.SH', '300723.SZ', '603639.SH', '300662.SZ', '300559.SZ', '600530.SH', '603987.SH', '603058.SH', '002892.SZ', '600613.SH', '002549.SZ', '002270.SZ', '603315.SH', '002706.SZ', '002398.SZ', '603365.SH', '603218.SH', '000403.SZ', '002677.SZ', '300138.SZ', '002322.SZ', '002538.SZ', '002498.SZ', '002443.SZ', '603030.SH', '603277.SH', '002734.SZ', '603127.SH', '603916.SH', '603956.SH', '603823.SH', '002246.SZ', '603306.SH', '300440.SZ', '300233.SZ', '603043.SH', '603181.SH', '603606.SH', '600054.SH', '002661.SZ', '603585.SH', '300255.SZ', '002088.SZ', '600965.SH', '600055.SH', '300039.SZ', '300215.SZ', '002852.SZ', '300766.SZ', '603586.SH', '603886.SH', '603063.SH', '600211.SH', '002699.SZ', '300725.SZ', '002895.SZ', '000025.SZ', '000576.SZ', '002331.SZ', '603703.SH', '002287.SZ', '603848.SH', '603915.SH', '600345.SH', '300516.SZ', '300198.SZ', '002755.SZ', '000096.SZ', '000710.SZ', '600557.SH', '300633.SZ', '002801.SZ', '300685.SZ', '300625.SZ', '603010.SH', '300527.SZ', '002567.SZ', '300414.SZ', '300214.SZ', '300571.SZ']"
2020-04-07,2020-04-03,2020-04-13,-0.001937549320644344,100,0.59,1000,"['603043.SH', '002840.SZ', '300630.SZ', '300642.SZ', '300633.SZ', '002749.SZ', '300596.SZ', '603214.SH', '002900.SZ', '300151.SZ', '601020.SH', '603127.SH', '002287.SZ', '603919.SH', '000710.SZ', '603416.SH', '603377.SH', '603600.SH', '002507.SZ', '300676.SZ', '603277.SH', '002677.SZ', '600557.SH', '603997.SH', '002734.SZ', '300559.SZ', '002634.SZ', '603987.SH', '603801.SH', '002732.SZ', '603027.SH', '000795.SZ', '002833.SZ', '300138.SZ', '603181.SH', '603896.SH', '300298.SZ', '603585.SH', '600822.SH', '000516.SZ', '300357.SZ', '002549.SZ', '002043.SZ', '300725.SZ', '300602.SZ', '300258.SZ', '002520.SZ', '300723.SZ', '603886.SH', '002859.SZ', '300067.SZ', '000788.SZ', '002907.SZ', '300595.SZ', '002891.SZ', '300685.SZ', '002847.SZ', '300761.SZ', '600530.SH', '300381.SZ', '603058.SH', '600529.SH', '002020.SZ', '300568.SZ', '002511.SZ', '000045.SZ', '300401.SZ', '300759.SZ', '002412.SZ', '002015.SZ', '002755.SZ', '300583.SZ', '000915.SZ', '300026.SZ', '002925.SZ', '600197.SH', '600135.SH', '603916.SH', '300009.SZ', '002644.SZ', '603203.SH', '300482.SZ', '000848.SZ', '603180.SH', '300558.SZ', '603516.SH', '603737.SH', '002661.SZ', '603306.SH', '603333.SH', '600737.SH', '603727.SH', '002726.SZ', '600936.SH', '603711.SH', '603661.SH', '300516.SZ', '300788.SZ', '603609.SH', '300109.SZ']"
2020-04-13,2020-04-10,2020-04-20,0.02523955376619017,100,0.56,1000,"['300138.SZ', '002900.SZ', '603600.SH', '002749.SZ', '600531.SH', '002661.SZ', '000759.SZ', '603919.SH', '603416.SH', '000751.SZ', '600135.SH', '601366.SH', '300473.SZ', '603214.SH', '002891.SZ', '002833.SZ', '603579.SH', '603585.SH', '600713.SH', '000612.SZ', '002300.SZ', '002228.SZ', '600530.SH', '300381.SZ', '002397.SZ', '603058.SH', '002732.SZ', '000788.SZ', '600278.SH', '600613.SH', '603871.SH', '002644.SZ', '603203.SH', '002287.SZ', '002840.SZ', '000521.SZ', '600251.SH', '601968.SH', '300151.SZ', '603788.SH', '600211.SH', '002634.SZ', '603896.SH', '002582.SZ', '300575.SZ', '603377.SH', '002589.SZ', '002737.SZ', '603586.SH', '603297.SH', '000838.SZ', '603306.SH', '002067.SZ', '600965.SH', '600197.SH', '300100.SZ', '002043.SZ', '300039.SZ', '603181.SH', '002206.SZ', '002937.SZ', '000795.SZ', '002011.SZ', '002022.SZ', '002677.SZ', '603277.SH', '300583.SZ', '600557.SH', '002892.SZ', '603789.SH', '000848.SZ', '300630.SZ', '002443.SZ', '603043.SH', '002880.SZ', '002462.SZ', '300258.SZ', '002801.SZ', '300439.SZ', '603801.SH', '603886.SH', '600090.SH', '600819.SH', '300481.SZ', '600822.SH', '002539.SZ', '603399.SH', '600750.SH', '002068.SZ', '300761.SZ', '300596.SZ', '002507.SZ', '000028.SZ', '002782.SZ', '603728.SH', '000657.SZ', '000822.SZ', '000829.SZ', '000930.SZ', '603587.SH']"
2020-04-20,2020-04-17,2020-04-27,-0.03421128016531961,100,0.81,1000,"['603043.SH', '603180.SH', '600135.SH', '300602.SZ', '603214.SH', '603728.SH', '603666.SH', '300642.SZ', '603081.SH', '300735.SZ', '002845.SZ', '300737.SZ', '300777.SZ', '300761.SZ', '603978.SH', '300630.SZ', '603773.SH', '300464.SZ', '603600.SH', '002732.SZ', '603416.SH', '002369.SZ', '300691.SZ', '603305.SH', '002224.SZ', '603516.SH', '002043.SZ', '002614.SZ', '300568.SZ', '603103.SH', '603711.SH', '300775.SZ', '002937.SZ', '603901.SH', '603078.SH', '300398.SZ', '002335.SZ', '002955.SZ', '002950.SZ', '002643.SZ', '002892.SZ', '603133.SH', '002741.SZ', '002549.SZ', '601118.SH', '300666.SZ', '603327.SH', '002734.SZ', '002925.SZ', '300429.SZ', '603557.SH', '603456.SH', '002015.SZ', '603997.SH', '300513.SZ', '002840.SZ', '300393.SZ', '002749.SZ', '300623.SZ', '300633.SZ', '603987.SH', '300759.SZ', '300487.SZ', '603687.SH', '300131.SZ', '002507.SZ', '603138.SH', '002881.SZ', '600171.SH', '300109.SZ', '300725.SZ', '002833.SZ', '603733.SH', '300632.SZ', '300138.SZ', '300331.SZ', '300785.SZ', '603297.SH', '300346.SZ', '300053.SZ', '002907.SZ', '300684.SZ', '603348.SH', '601020.SH', '300438.SZ', '600360.SH', '002901.SZ', '603650.SH', '603315.SH', '600711.SH', '002677.SZ', '300609.SZ', '300624.SZ', '300604.SZ', '300236.SZ', '002920.SZ', '300657.SZ', '000931.SZ', '300525.SZ', '300420.SZ']"
