period_count,start_date,end_date,cumulative_return,annual_return,annual_volatility,sharpe_ratio,max_drawdown,scenario,avg_turnover,avg_cash_weight,avg_fill_ratio,avg_period_cost
17,2026-01-05,2026-05-06,0.06287972554568855,0.2021117502,0.3228381769,0.5331208093,-0.13882325070574986,baseline_raw,0.8788235294,,,
17,2026-01-05,2026-05-06,0.038516083949166946,0.1208432629,0.3101615301,0.2928901687,-0.1405757092,baseline,0.8788235294,0.005713795599491319,0.9532380917494135,0.0020582174143543375
17,2026-01-05,2026-05-06,0.07532411519408555,0.2451011446,0.3078701962,0.6986747895,-0.1239551102,tc50_buf2,0.5,0.0029711523852714466,0.9445072321968762,0.0011757318341898222
