fold,train_start_year,train_end_year,test_start_year,scenario,description,long_prd,short_prd,channel_bins,extreme_value,top_n,composite_score,mean_annual_return,min_annual_return,mean_sharpe,mean_max_drawdown,worst_max_drawdown,mean_fill_ratio,mean_target_overlap,mean_cash_weight,annual_return_std,mean_cost,train_rank
1,2020,2022,2023,p_l20_s3_b3_e1_n120_tc50_buf4,"L=20, S=3, bins=3, E=1, top_n=120, tc50_buf2",20,3,3,1,120,0.6730165496951543,0.22951394954920104,0.19826354689670134,0.9503872811548914,-0.11717409815489423,-0.11869759484480513,0.8956903926170595,0.9279918497065052,0.03268827647235961,0.13001853594682844,0.1954767388323128,11
1,2020,2022,2023,p_l20_s5_b3_e1_n80_tc50_buf4,"L=20, S=5, bins=3, E=1, top_n=80, tc50_buf2",20,5,3,1,80,0.6412280657166995,0.27361597237642166,0.20682328471988187,1.1646139601188046,-0.11370290451256244,-0.11529753260340359,0.8533906308349238,0.8935061807351623,0.05329917022172939,0.1523261636003377,0.19613479645768342,12
1,2020,2022,2023,p_l20_s3_b2_e1_n120_tc50_buf4,"L=20, S=3, bins=2, E=1, top_n=120, tc50_buf2",20,3,2,1,120,0.6067428802710781,0.21372443629849894,0.18283843641958675,0.8768921420794932,-0.12557491191064774,-0.12737213887643128,0.9071468080862739,0.9328102921390418,0.03579712988608461,0.14019045229234295,0.1966449504450997,13
1,2020,2022,2023,p_l10_s5_b2_e1_n100_tc50_buf4,"L=10, S=5, bins=2, E=1, top_n=100, tc50_buf2",10,5,2,1,100,0.6065676119029668,0.2170673948468855,0.19027666732813486,0.8962863311969694,-0.11814570473366587,-0.12066127035438179,0.8918062378734333,0.9220214125506363,0.04155228171459188,0.08505846009545057,0.1957522595584279,14
1,2020,2022,2023,p_l10_s5_b3_e1_n120_tc50_buf4,"L=10, S=5, bins=3, E=1, top_n=120, tc50_buf2",10,5,3,1,120,0.6065204841844999,0.19872972305758801,0.1866906781656794,0.8190063670031268,-0.1184303897827659,-0.12146906437887295,0.8984923465832302,0.9309154086606033,0.030788476395065077,0.04945389746304391,0.19454840750904387,15
1,2020,2022,2023,p_l10_s10_b2_e1_n80_tc50_buf4,"L=10, S=10, bins=2, E=1, top_n=80, tc50_buf2",10,10,2,1,80,0.5974161457082003,0.25134514279227194,0.19400838961313815,1.041046703461622,-0.13019137990106391,-0.13510240116152594,0.8768729946633231,0.9026322513297627,0.06149674452584513,0.08037639951851352,0.19830386514676623,16
1,2020,2022,2023,p_l40_s5_b2_e1_n120_tc50_buf4,"L=40, S=5, bins=2, E=1, top_n=120, tc50_buf2",40,5,2,1,120,0.5958155811805451,0.21159812680386042,0.18776606778888572,0.8919944224982372,-0.1338861486193158,-0.1356561900515334,0.9083249957596268,0.9318428099248135,0.03963779184716895,0.1268254433504754,0.1909371387445031,17
1,2020,2022,2023,p_l20_s3_b2_e1_n100_tc50_buf4,"L=20, S=3, bins=2, E=1, top_n=100, tc50_buf2",20,3,2,1,100,0.594507448755799,0.22564026559153622,0.19469944626373725,0.9324563318816375,-0.1209432806808909,-0.12319314988193919,0.883069473427629,0.9169282849519297,0.04124549368383708,0.13164242407478147,0.19618745514492664,18
1,2020,2022,2023,p_l40_s10_b2_e1_n120_tc50_buf4,"L=40, S=10, bins=2, E=1, top_n=120, tc50_buf2",40,10,2,1,120,0.5609329717442336,0.21573671477197007,0.1873058720446239,0.8532909524080805,-0.15459318094873947,-0.16125191906557312,0.905552372335351,0.9309410103954794,0.04011113691791202,0.1456813479652983,0.1846167891955313,19
1,2020,2022,2023,p_l10_s5_b3_e1_n100_tc50_buf4,"L=10, S=5, bins=3, E=1, top_n=100, tc50_buf2",10,5,3,1,100,0.5456273099979222,0.200998711262626,0.18066598992761862,0.826946194921983,-0.11691146176688906,-0.12052204519522824,0.8881969021226213,0.9195694775049711,0.042247457155626285,0.05467723953392836,0.1956935906118774,20
